County,State,"County, State",CountyID,Income_2019,Income_2020
Barnstable,Massachusetts,"Barnstable, Massachusetts",25001,"75,339","80,420"
Berkshire,Massachusetts,"Berkshire, Massachusetts",25003,"57,300","61,872"
Bristol,Massachusetts,"Bristol, Massachusetts",25005,"55,411","61,031"
Dukes,Massachusetts,"Dukes, Massachusetts",25007,"87,121","89,757"
Essex,Massachusetts,"Essex, Massachusetts",25009,"68,854","74,519"
Franklin,Massachusetts,"Franklin, Massachusetts",25011,"55,859","59,853"
Hampden,Massachusetts,"Hampden, Massachusetts",25013,"52,905","57,821"
Hampshire,Massachusetts,"Hampshire, Massachusetts",25015,"53,816","57,030"
Middlesex,Massachusetts,"Middlesex, Massachusetts",25017,"86,525","90,688"
Nantucket,Massachusetts,"Nantucket, Massachusetts",25019,"115,305","114,832"
Norfolk,Massachusetts,"Norfolk, Massachusetts",25021,"93,470","98,019"
Plymouth,Massachusetts,"Plymouth, Massachusetts",25023,"68,792","74,034"
Suffolk,Massachusetts,"Suffolk, Massachusetts",25025,"84,307","90,571"
Worcester,Massachusetts,"Worcester, Massachusetts",25027,"58,196","63,286"
Alcona,Michigan,"Alcona, Michigan",26001,"40,579","44,953"
Alger,Michigan,"Alger, Michigan",26003,"34,032","37,951"
Allegan,Michigan,"Allegan, Michigan",26005,"46,185","50,091"
Alpena,Michigan,"Alpena, Michigan",26007,"41,212","45,685"
Antrim,Michigan,"Antrim, Michigan",26009,"48,432","52,490"
Arenac,Michigan,"Arenac, Michigan",26011,"38,639","43,466"
Baraga,Michigan,"Baraga, Michigan",26013,"34,274","38,750"
Barry,Michigan,"Barry, Michigan",26015,"45,920","49,232"
Bay,Michigan,"Bay, Michigan",26017,"43,554","47,786"
Benzie,Michigan,"Benzie, Michigan",26019,"45,896","50,509"
Berrien,Michigan,"Berrien, Michigan",26021,"48,231","52,395"
Branch,Michigan,"Branch, Michigan",26023,"37,942","42,356"
Calhoun,Michigan,"Calhoun, Michigan",26025,"40,428","44,729"
Cass,Michigan,"Cass, Michigan",26027,"45,216","50,365"
Charlevoix,Michigan,"Charlevoix, Michigan",26029,"53,133","57,289"
Cheboygan,Michigan,"Cheboygan, Michigan",26031,"40,138","44,801"
Chippewa,Michigan,"Chippewa, Michigan",26033,"35,284","39,693"
Clare,Michigan,"Clare, Michigan",26035,"34,619","38,655"
Clinton,Michigan,"Clinton, Michigan",26037,"47,341","51,053"
Crawford,Michigan,"Crawford, Michigan",26039,"35,237","39,405"
Delta,Michigan,"Delta, Michigan",26041,"40,957","45,260"
Dickinson,Michigan,"Dickinson, Michigan",26043,"48,949","53,526"
Eaton,Michigan,"Eaton, Michigan",26045,"43,537","47,407"
Emmet,Michigan,"Emmet, Michigan",26047,"58,548","62,918"
Genesee,Michigan,"Genesee, Michigan",26049,"41,940","46,152"
Gladwin,Michigan,"Gladwin, Michigan",26051,"37,307","40,772"
Gogebic,Michigan,"Gogebic, Michigan",26053,"43,769","47,894"
Grand Traverse,Michigan,"Grand Traverse, Michigan",26055,"52,631","56,861"
Gratiot,Michigan,"Gratiot, Michigan",26057,"37,530","42,067"
Hillsdale,Michigan,"Hillsdale, Michigan",26059,"35,801","39,404"
Houghton,Michigan,"Houghton, Michigan",26061,"38,870","42,884"
Huron,Michigan,"Huron, Michigan",26063,"45,933","53,638"
Ingham,Michigan,"Ingham, Michigan",26065,"41,298","44,957"
Ionia,Michigan,"Ionia, Michigan",26067,"35,503","39,366"
Iosco,Michigan,"Iosco, Michigan",26069,"38,943","43,618"
Iron,Michigan,"Iron, Michigan",26071,"45,446","49,153"
Isabella,Michigan,"Isabella, Michigan",26073,"36,275","40,021"
Jackson,Michigan,"Jackson, Michigan",26075,"40,413","44,889"
Kalamazoo,Michigan,"Kalamazoo, Michigan",26077,"49,305","52,403"
Kalkaska,Michigan,"Kalkaska, Michigan",26079,"36,085","41,545"
Kent,Michigan,"Kent, Michigan",26081,"53,799","57,397"
Keweenaw,Michigan,"Keweenaw, Michigan",26083,"48,537","51,972"
Lake,Michigan,"Lake, Michigan",26085,"34,379","39,507"
Lapeer,Michigan,"Lapeer, Michigan",26087,"44,862","49,441"
Leelanau,Michigan,"Leelanau, Michigan",26089,"69,373","73,238"
Lenawee,Michigan,"Lenawee, Michigan",26091,"40,866","44,821"
Livingston,Michigan,"Livingston, Michigan",26093,"59,097","62,622"
Luce,Michigan,"Luce, Michigan",26095,"31,604","36,339"
Mackinac,Michigan,"Mackinac, Michigan",26097,"44,986","50,217"
Macomb,Michigan,"Macomb, Michigan",26099,"47,730","52,195"
Manistee,Michigan,"Manistee, Michigan",26101,"40,663","44,382"
Marquette,Michigan,"Marquette, Michigan",26103,"40,284","44,445"
Mason,Michigan,"Mason, Michigan",26105,"41,185","45,326"
Mecosta,Michigan,"Mecosta, Michigan",26107,"33,868","37,579"
Menominee,Michigan,"Menominee, Michigan",26109,"43,943","47,594"
Midland,Michigan,"Midland, Michigan",26111,"54,477","57,561"
Missaukee,Michigan,"Missaukee, Michigan",26113,"35,914","40,298"
Monroe,Michigan,"Monroe, Michigan",26115,"48,696","52,028"
Montcalm,Michigan,"Montcalm, Michigan",26117,"35,911","40,018"
Montmorency,Michigan,"Montmorency, Michigan",26119,"37,620","42,154"
Muskegon,Michigan,"Muskegon, Michigan",26121,"39,769","44,000"
Newaygo,Michigan,"Newaygo, Michigan",26123,"38,246","42,117"
Oakland,Michigan,"Oakland, Michigan",26125,"73,468","76,941"
Oceana,Michigan,"Oceana, Michigan",26127,"38,890","43,261"
Ogemaw,Michigan,"Ogemaw, Michigan",26129,"34,411","39,101"
Ontonagon,Michigan,"Ontonagon, Michigan",26131,"41,340","45,761"
Osceola,Michigan,"Osceola, Michigan",26133,"37,980","41,965"
Oscoda,Michigan,"Oscoda, Michigan",26135,"34,394","36,374"
Otsego,Michigan,"Otsego, Michigan",26137,"41,634","46,166"
Ottawa,Michigan,"Ottawa, Michigan",26139,"49,484","52,759"
Presque Isle,Michigan,"Presque Isle, Michigan",26141,"41,339","45,872"
Roscommon,Michigan,"Roscommon, Michigan",26143,"37,140","41,258"
Saginaw,Michigan,"Saginaw, Michigan",26145,"41,659","45,328"
St. Clair,Michigan,"St. Clair, Michigan",26147,"45,787","50,107"
St. Joseph,Michigan,"St. Joseph, Michigan",26149,"39,092","43,818"
Sanilac,Michigan,"Sanilac, Michigan",26151,"38,005","44,093"
Schoolcraft,Michigan,"Schoolcraft, Michigan",26153,"40,822","45,281"
Shiawassee,Michigan,"Shiawassee, Michigan",26155,"40,589","44,855"
Tuscola,Michigan,"Tuscola, Michigan",26157,"38,014","43,073"
Van Buren,Michigan,"Van Buren, Michigan",26159,"41,686","45,869"
Washtenaw,Michigan,"Washtenaw, Michigan",26161,"61,101","63,655"
Wayne,Michigan,"Wayne, Michigan",26163,"44,308","48,788"
Wexford,Michigan,"Wexford, Michigan",26165,"37,750","41,545"
Aitkin,Minnesota,"Aitkin, Minnesota",27001,"41,614","46,390"
Anoka,Minnesota,"Anoka, Minnesota",27003,"52,722","55,694"
Becker,Minnesota,"Becker, Minnesota",27005,"48,065","51,772"
Beltrami,Minnesota,"Beltrami, Minnesota",27007,"42,096","45,368"
Benton,Minnesota,"Benton, Minnesota",27009,"45,690","49,403"
Big Stone,Minnesota,"Big Stone, Minnesota",27011,"51,543","62,498"
Blue Earth,Minnesota,"Blue Earth, Minnesota",27013,"45,586","49,288"
Brown,Minnesota,"Brown, Minnesota",27015,"54,004","59,763"
Carlton,Minnesota,"Carlton, Minnesota",27017,"44,132","47,227"
Carver,Minnesota,"Carver, Minnesota",27019,"73,023","75,677"
Cass,Minnesota,"Cass, Minnesota",27021,"47,734","51,340"
Chippewa,Minnesota,"Chippewa, Minnesota",27023,"51,352","56,148"
Chisago,Minnesota,"Chisago, Minnesota",27025,"50,229","53,140"
Clay,Minnesota,"Clay, Minnesota",27027,"43,630","47,522"
Clearwater,Minnesota,"Clearwater, Minnesota",27029,"44,428","49,654"
Cook,Minnesota,"Cook, Minnesota",27031,"54,021","56,220"
Cottonwood,Minnesota,"Cottonwood, Minnesota",27033,"45,306","56,130"
Crow Wing,Minnesota,"Crow Wing, Minnesota",27035,"46,053","49,092"
Dakota,Minnesota,"Dakota, Minnesota",27037,"61,977","64,748"
Dodge,Minnesota,"Dodge, Minnesota",27039,"46,516","51,585"
Douglas,Minnesota,"Douglas, Minnesota",27041,"52,139","56,039"
Faribault,Minnesota,"Faribault, Minnesota",27043,"42,944","50,321"
Fillmore,Minnesota,"Fillmore, Minnesota",27045,"44,185","49,630"
Freeborn,Minnesota,"Freeborn, Minnesota",27047,"45,543","50,364"
Goodhue,Minnesota,"Goodhue, Minnesota",27049,"54,722","58,303"
Grant,Minnesota,"Grant, Minnesota",27051,"45,370","55,429"
Hennepin,Minnesota,"Hennepin, Minnesota",27053,"76,131","79,183"
Houston,Minnesota,"Houston, Minnesota",27055,"51,566","55,443"
Hubbard,Minnesota,"Hubbard, Minnesota",27057,"49,506","52,122"
Isanti,Minnesota,"Isanti, Minnesota",27059,"45,950","49,082"
Itasca,Minnesota,"Itasca, Minnesota",27061,"45,348","48,872"
Jackson,Minnesota,"Jackson, Minnesota",27063,"53,316","62,789"
Kanabec,Minnesota,"Kanabec, Minnesota",27065,"43,250","48,092"
Kandiyohi,Minnesota,"Kandiyohi, Minnesota",27067,"52,047","57,122"
Kittson,Minnesota,"Kittson, Minnesota",27069,"46,418","63,181"
Koochiching,Minnesota,"Koochiching, Minnesota",27071,"45,763","49,019"
Lac qui Parle,Minnesota,"Lac qui Parle, Minnesota",27073,"50,540","60,286"
Lake,Minnesota,"Lake, Minnesota",27075,"49,236","51,683"
Lake of the Woods,Minnesota,"Lake of the Woods, Minnesota",27077,"54,717","60,435"
Le Sueur,Minnesota,"Le Sueur, Minnesota",27079,"50,038","54,361"
Lincoln,Minnesota,"Lincoln, Minnesota",27081,"46,968","53,464"
Lyon,Minnesota,"Lyon, Minnesota",27083,"49,992","54,589"
McLeod,Minnesota,"McLeod, Minnesota",27085,"49,640","54,149"
Mahnomen,Minnesota,"Mahnomen, Minnesota",27087,"34,186","40,781"
Marshall,Minnesota,"Marshall, Minnesota",27089,"49,025","63,090"
Martin,Minnesota,"Martin, Minnesota",27091,"52,242","57,955"
Meeker,Minnesota,"Meeker, Minnesota",27093,"44,873","49,478"
Mille Lacs,Minnesota,"Mille Lacs, Minnesota",27095,"43,471","47,379"
Morrison,Minnesota,"Morrison, Minnesota",27097,"42,293","47,610"
Mower,Minnesota,"Mower, Minnesota",27099,"46,221","50,537"
Murray,Minnesota,"Murray, Minnesota",27101,"52,414","63,620"
Nicollet,Minnesota,"Nicollet, Minnesota",27103,"49,652","53,083"
Nobles,Minnesota,"Nobles, Minnesota",27105,"44,897","53,881"
Norman,Minnesota,"Norman, Minnesota",27107,"37,345","51,626"
Olmsted,Minnesota,"Olmsted, Minnesota",27109,"59,450","63,100"
Otter Tail,Minnesota,"Otter Tail, Minnesota",27111,"48,116","52,707"
Pennington,Minnesota,"Pennington, Minnesota",27113,"56,612","61,825"
Pine,Minnesota,"Pine, Minnesota",27115,"38,737","42,237"
Pipestone,Minnesota,"Pipestone, Minnesota",27117,"54,055","59,326"
Polk,Minnesota,"Polk, Minnesota",27119,"47,089","55,849"
Pope,Minnesota,"Pope, Minnesota",27121,"50,171","56,561"
Ramsey,Minnesota,"Ramsey, Minnesota",27123,"55,442","58,557"
Red Lake,Minnesota,"Red Lake, Minnesota",27125,"48,415","55,620"
Redwood,Minnesota,"Redwood, Minnesota",27127,"53,572","61,772"
Renville,Minnesota,"Renville, Minnesota",27129,"48,527","58,489"
Rice,Minnesota,"Rice, Minnesota",27131,"44,816","47,839"
Rock,Minnesota,"Rock, Minnesota",27133,"50,595","59,225"
Roseau,Minnesota,"Roseau, Minnesota",27135,"48,237","55,999"
St. Louis,Minnesota,"St. Louis, Minnesota",27137,"48,216","50,986"
Scott,Minnesota,"Scott, Minnesota",27139,"62,916","65,655"
Sherburne,Minnesota,"Sherburne, Minnesota",27141,"47,802","50,710"
Sibley,Minnesota,"Sibley, Minnesota",27143,"47,932","53,677"
Stearns,Minnesota,"Stearns, Minnesota",27145,"47,483","51,216"
Steele,Minnesota,"Steele, Minnesota",27147,"47,429","51,703"
Stevens,Minnesota,"Stevens, Minnesota",27149,"46,825","55,345"
Swift,Minnesota,"Swift, Minnesota",27151,"48,734","56,060"
Todd,Minnesota,"Todd, Minnesota",27153,"43,113","47,123"
Traverse,Minnesota,"Traverse, Minnesota",27155,"51,487","74,000"
Wabasha,Minnesota,"Wabasha, Minnesota",27157,"49,096","53,837"
Wadena,Minnesota,"Wadena, Minnesota",27159,"40,131","43,925"
Waseca,Minnesota,"Waseca, Minnesota",27161,"42,148","47,139"
Washington,Minnesota,"Washington, Minnesota",27163,"69,495","72,273"
Watonwan,Minnesota,"Watonwan, Minnesota",27165,"45,378","53,034"
Wilkin,Minnesota,"Wilkin, Minnesota",27167,"51,647","62,497"
Winona,Minnesota,"Winona, Minnesota",27169,"48,417","52,198"
Wright,Minnesota,"Wright, Minnesota",27171,"52,035","55,218"
Yellow Medicine,Minnesota,"Yellow Medicine, Minnesota",27173,"54,077","61,315"
Adams,Mississippi,"Adams, Mississippi",28001,"35,171","38,331"
Alcorn,Mississippi,"Alcorn, Mississippi",28003,"36,622","38,956"
Amite,Mississippi,"Amite, Mississippi",28005,"35,482","37,692"
Attala,Mississippi,"Attala, Mississippi",28007,"34,612","37,962"
Benton,Mississippi,"Benton, Mississippi",28009,"31,413","34,691"
Bolivar,Mississippi,"Bolivar, Mississippi",28011,"38,102","42,767"
Calhoun,Mississippi,"Calhoun, Mississippi",28013,"33,690","38,017"
Carroll,Mississippi,"Carroll, Mississippi",28015,"38,098","41,624"
Chickasaw,Mississippi,"Chickasaw, Mississippi",28017,"36,206","40,254"
Choctaw,Mississippi,"Choctaw, Mississippi",28019,"34,996","38,813"
Claiborne,Mississippi,"Claiborne, Mississippi",28021,"31,580","34,852"
Clarke,Mississippi,"Clarke, Mississippi",28023,"38,710","42,207"
Clay,Mississippi,"Clay, Mississippi",28025,"38,522","42,187"
Coahoma,Mississippi,"Coahoma, Mississippi",28027,"37,050","40,781"
Copiah,Mississippi,"Copiah, Mississippi",28029,"34,056","36,414"
Covington,Mississippi,"Covington, Mississippi",28031,"37,410","38,250"
DeSoto,Mississippi,"DeSoto, Mississippi",28033,"42,575","45,764"
Forrest,Mississippi,"Forrest, Mississippi",28035,"39,104","42,175"
Franklin,Mississippi,"Franklin, Mississippi",28037,"35,842","38,355"
George,Mississippi,"George, Mississippi",28039,"34,482","38,668"
Greene,Mississippi,"Greene, Mississippi",28041,"28,975","31,102"
Grenada,Mississippi,"Grenada, Mississippi",28043,"36,642","40,296"
Hancock,Mississippi,"Hancock, Mississippi",28045,"36,243","39,455"
Harrison,Mississippi,"Harrison, Mississippi",28047,"38,245","41,534"
Hinds,Mississippi,"Hinds, Mississippi",28049,"40,176","43,452"
Holmes,Mississippi,"Holmes, Mississippi",28051,"29,967","33,567"
Humphreys,Mississippi,"Humphreys, Mississippi",28053,"34,850","40,236"
Issaquena,Mississippi,"Issaquena, Mississippi",28055,"26,748","38,921"
Itawamba,Mississippi,"Itawamba, Mississippi",28057,"36,827","39,878"
Jackson,Mississippi,"Jackson, Mississippi",28059,"38,663","41,575"
Jasper,Mississippi,"Jasper, Mississippi",28061,"40,697","41,967"
Jefferson,Mississippi,"Jefferson, Mississippi",28063,"35,326","38,101"
Jefferson Davis,Mississippi,"Jefferson Davis, Mississippi",28065,"30,640","33,434"
Jones,Mississippi,"Jones, Mississippi",28067,"38,659","40,402"
Kemper,Mississippi,"Kemper, Mississippi",28069,"29,942","33,841"
Lafayette,Mississippi,"Lafayette, Mississippi",28071,"43,865","46,037"
Lamar,Mississippi,"Lamar, Mississippi",28073,"40,582","43,227"
Lauderdale,Mississippi,"Lauderdale, Mississippi",28075,"39,481","42,673"
Lawrence,Mississippi,"Lawrence, Mississippi",28077,"34,769","36,649"
Leake,Mississippi,"Leake, Mississippi",28079,"31,914","32,239"
Lee,Mississippi,"Lee, Mississippi",28081,"42,835","46,138"
Leflore,Mississippi,"Leflore, Mississippi",28083,"39,296","43,878"
Lincoln,Mississippi,"Lincoln, Mississippi",28085,"39,466","42,121"
Lowndes,Mississippi,"Lowndes, Mississippi",28087,"40,785","44,152"
Madison,Mississippi,"Madison, Mississippi",28089,"65,334","68,381"
Marion,Mississippi,"Marion, Mississippi",28091,"38,467","41,433"
Marshall,Mississippi,"Marshall, Mississippi",28093,"34,601","37,543"
Monroe,Mississippi,"Monroe, Mississippi",28095,"36,370","39,729"
Montgomery,Mississippi,"Montgomery, Mississippi",28097,"35,526","39,432"
Neshoba,Mississippi,"Neshoba, Mississippi",28099,"37,731","38,507"
Newton,Mississippi,"Newton, Mississippi",28101,"36,017","37,484"
Noxubee,Mississippi,"Noxubee, Mississippi",28103,"34,842","37,781"
Oktibbeha,Mississippi,"Oktibbeha, Mississippi",28105,"35,408","37,853"
Panola,Mississippi,"Panola, Mississippi",28107,"33,845","37,593"
Pearl River,Mississippi,"Pearl River, Mississippi",28109,"37,849","40,201"
Perry,Mississippi,"Perry, Mississippi",28111,"33,510","36,953"
Pike,Mississippi,"Pike, Mississippi",28113,"31,673","34,718"
Pontotoc,Mississippi,"Pontotoc, Mississippi",28115,"33,953","37,342"
Prentiss,Mississippi,"Prentiss, Mississippi",28117,"31,461","34,158"
Quitman,Mississippi,"Quitman, Mississippi",28119,"29,765","34,239"
Rankin,Mississippi,"Rankin, Mississippi",28121,"45,632","48,295"
Scott,Mississippi,"Scott, Mississippi",28123,"31,657","32,840"
Sharkey,Mississippi,"Sharkey, Mississippi",28125,"34,344","42,775"
Simpson,Mississippi,"Simpson, Mississippi",28127,"37,381","38,987"
Smith,Mississippi,"Smith, Mississippi",28129,"36,086","36,494"
Stone,Mississippi,"Stone, Mississippi",28131,"34,214","37,001"
Sunflower,Mississippi,"Sunflower, Mississippi",28133,"30,865","35,454"
Tallahatchie,Mississippi,"Tallahatchie, Mississippi",28135,"30,200","33,784"
Tate,Mississippi,"Tate, Mississippi",28137,"37,032","40,134"
Tippah,Mississippi,"Tippah, Mississippi",28139,"38,248","42,051"
Tishomingo,Mississippi,"Tishomingo, Mississippi",28141,"35,052","37,593"
Tunica,Mississippi,"Tunica, Mississippi",28143,"35,554","40,994"
Union,Mississippi,"Union, Mississippi",28145,"33,657","36,387"
Walthall,Mississippi,"Walthall, Mississippi",28147,"32,414","34,814"
Warren,Mississippi,"Warren, Mississippi",28149,"41,129","44,422"
Washington,Mississippi,"Washington, Mississippi",28151,"37,699","43,778"
Wayne,Mississippi,"Wayne, Mississippi",28153,"35,887","36,967"
Webster,Mississippi,"Webster, Mississippi",28155,"39,895","43,060"
Wilkinson,Mississippi,"Wilkinson, Mississippi",28157,"30,772","34,759"
Winston,Mississippi,"Winston, Mississippi",28159,"36,845","38,970"
Yalobusha,Mississippi,"Yalobusha, Mississippi",28161,"37,892","41,336"
Yazoo,Mississippi,"Yazoo, Mississippi",28163,"28,282","33,672"
Adair,Missouri,"Adair, Missouri",29001,"32,852","34,867"
Andrew,Missouri,"Andrew, Missouri",29003,"45,556","48,186"
Atchison,Missouri,"Atchison, Missouri",29005,"46,412","53,958"
Audrain,Missouri,"Audrain, Missouri",29007,"38,057","42,029"
Barry,Missouri,"Barry, Missouri",29009,"35,740","37,114"
Barton,Missouri,"Barton, Missouri",29011,"35,404","42,031"
Bates,Missouri,"Bates, Missouri",29013,"40,500","44,523"
Benton,Missouri,"Benton, Missouri",29015,"38,401","40,318"
Bollinger,Missouri,"Bollinger, Missouri",29017,"33,575","36,548"
Boone,Missouri,"Boone, Missouri",29019,"49,114","51,330"
Buchanan,Missouri,"Buchanan, Missouri",29021,"40,346","42,653"
Butler,Missouri,"Butler, Missouri",29023,"36,122","40,255"
Caldwell,Missouri,"Caldwell, Missouri",29025,"38,677","41,488"
Callaway,Missouri,"Callaway, Missouri",29027,"39,446","42,524"
Camden,Missouri,"Camden, Missouri",29029,"38,767","40,778"
Cape Girardeau,Missouri,"Cape Girardeau, Missouri",29031,"45,469","47,386"
Carroll,Missouri,"Carroll, Missouri",29033,"46,568","50,990"
Carter,Missouri,"Carter, Missouri",29035,"33,215","35,898"
Cass,Missouri,"Cass, Missouri",29037,"48,541","50,654"
Cedar,Missouri,"Cedar, Missouri",29039,"31,439","34,130"
Chariton,Missouri,"Chariton, Missouri",29041,"43,955","49,650"
Christian,Missouri,"Christian, Missouri",29043,"41,755","43,602"
Clark,Missouri,"Clark, Missouri",29045,"35,733","40,825"
Clay,Missouri,"Clay, Missouri",29047,"49,277","51,619"
Clinton,Missouri,"Clinton, Missouri",29049,"43,484","46,823"
Cole,Missouri,"Cole, Missouri",29051,"48,726","51,905"
Cooper,Missouri,"Cooper, Missouri",29053,"40,091","44,486"
Crawford,Missouri,"Crawford, Missouri",29055,"36,035","38,430"
Dade,Missouri,"Dade, Missouri",29057,"34,918","38,581"
Dallas,Missouri,"Dallas, Missouri",29059,"33,893","35,840"
Daviess,Missouri,"Daviess, Missouri",29061,"33,941","37,380"
DeKalb,Missouri,"DeKalb, Missouri",29063,"34,340","36,799"
Dent,Missouri,"Dent, Missouri",29065,"33,747","36,327"
Douglas,Missouri,"Douglas, Missouri",29067,"28,628","31,031"
Dunklin,Missouri,"Dunklin, Missouri",29069,"36,310","38,821"
Franklin,Missouri,"Franklin, Missouri",29071,"46,258","48,108"
Gasconade,Missouri,"Gasconade, Missouri",29073,"41,022","43,589"
Gentry,Missouri,"Gentry, Missouri",29075,"43,165","46,483"
Greene,Missouri,"Greene, Missouri",29077,"45,981","47,388"
Grundy,Missouri,"Grundy, Missouri",29079,"35,358","39,098"
Harrison,Missouri,"Harrison, Missouri",29081,"36,562","41,238"
Henry,Missouri,"Henry, Missouri",29083,"41,731","44,780"
Hickory,Missouri,"Hickory, Missouri",29085,"29,222","31,380"
Holt,Missouri,"Holt, Missouri",29087,"50,307","56,644"
Howard,Missouri,"Howard, Missouri",29089,"41,227","43,946"
Howell,Missouri,"Howell, Missouri",29091,"35,152","37,414"
Iron,Missouri,"Iron, Missouri",29093,"33,575","36,530"
Jackson,Missouri,"Jackson, Missouri",29095,"47,718","50,209"
Jasper,Missouri,"Jasper, Missouri",29097,"41,165","42,488"
Jefferson,Missouri,"Jefferson, Missouri",29099,"43,873","46,027"
Johnson,Missouri,"Johnson, Missouri",29101,"37,654","40,207"
Knox,Missouri,"Knox, Missouri",29103,"35,416","40,933"
Laclede,Missouri,"Laclede, Missouri",29105,"36,219","38,403"
Lafayette,Missouri,"Lafayette, Missouri",29107,"42,613","45,825"
Lawrence,Missouri,"Lawrence, Missouri",29109,"34,635","36,746"
Lewis,Missouri,"Lewis, Missouri",29111,"36,476","39,481"
Lincoln,Missouri,"Lincoln, Missouri",29113,"41,183","44,032"
Linn,Missouri,"Linn, Missouri",29115,"39,244","42,456"
Livingston,Missouri,"Livingston, Missouri",29117,"39,489","43,804"
McDonald,Missouri,"McDonald, Missouri",29119,"29,844","31,941"
Macon,Missouri,"Macon, Missouri",29121,"41,400","44,785"
Madison,Missouri,"Madison, Missouri",29123,"37,034","40,312"
Maries,Missouri,"Maries, Missouri",29125,"34,764","37,638"
Marion,Missouri,"Marion, Missouri",29127,"41,119","44,121"
