County,State,"County, State",CountyID,Income_2019,Income_2020
Delaware,Iowa,"Delaware, Iowa",19055,"50,248","54,843"
Des Moines,Iowa,"Des Moines, Iowa",19057,"49,577","51,704"
Dickinson,Iowa,"Dickinson, Iowa",19059,"61,473","63,319"
Dubuque,Iowa,"Dubuque, Iowa",19061,"51,329","54,751"
Emmet,Iowa,"Emmet, Iowa",19063,"45,441","46,654"
Fayette,Iowa,"Fayette, Iowa",19065,"43,734","47,373"
Floyd,Iowa,"Floyd, Iowa",19067,"47,251","50,215"
Franklin,Iowa,"Franklin, Iowa",19069,"47,032","51,028"
Fremont,Iowa,"Fremont, Iowa",19071,"47,724","50,870"
Greene,Iowa,"Greene, Iowa",19073,"48,006","52,647"
Grundy,Iowa,"Grundy, Iowa",19075,"51,819","55,615"
Guthrie,Iowa,"Guthrie, Iowa",19077,"51,268","54,755"
Hamilton,Iowa,"Hamilton, Iowa",19079,"50,543","51,584"
Hancock,Iowa,"Hancock, Iowa",19081,"51,365","54,318"
Hardin,Iowa,"Hardin, Iowa",19083,"47,644","50,328"
Harrison,Iowa,"Harrison, Iowa",19085,"47,471","49,678"
Henry,Iowa,"Henry, Iowa",19087,"43,772","46,541"
Howard,Iowa,"Howard, Iowa",19089,"48,597","52,726"
Humboldt,Iowa,"Humboldt, Iowa",19091,"49,859","52,298"
Ida,Iowa,"Ida, Iowa",19093,"52,025","57,429"
Iowa,Iowa,"Iowa, Iowa",19095,"54,941","58,759"
Jackson,Iowa,"Jackson, Iowa",19097,"45,994","49,878"
Jasper,Iowa,"Jasper, Iowa",19099,"43,692","46,473"
Jefferson,Iowa,"Jefferson, Iowa",19101,"40,903","42,674"
Johnson,Iowa,"Johnson, Iowa",19103,"54,769","56,573"
Jones,Iowa,"Jones, Iowa",19105,"44,454","47,506"
Keokuk,Iowa,"Keokuk, Iowa",19107,"44,403","48,599"
Kossuth,Iowa,"Kossuth, Iowa",19109,"50,442","53,422"
Lee,Iowa,"Lee, Iowa",19111,"42,953","45,548"
Linn,Iowa,"Linn, Iowa",19113,"53,578","56,592"
Louisa,Iowa,"Louisa, Iowa",19115,"42,777","44,821"
Lucas,Iowa,"Lucas, Iowa",19117,"42,585","44,707"
Lyon,Iowa,"Lyon, Iowa",19119,"55,786","57,766"
Madison,Iowa,"Madison, Iowa",19121,"50,345","53,244"
Mahaska,Iowa,"Mahaska, Iowa",19123,"43,462","46,388"
Marion,Iowa,"Marion, Iowa",19125,"50,704","53,648"
Marshall,Iowa,"Marshall, Iowa",19127,"43,722","47,696"
Mills,Iowa,"Mills, Iowa",19129,"58,598","60,384"
Mitchell,Iowa,"Mitchell, Iowa",19131,"62,670","62,037"
Monona,Iowa,"Monona, Iowa",19133,"46,952","50,807"
Monroe,Iowa,"Monroe, Iowa",19135,"45,325","48,423"
Montgomery,Iowa,"Montgomery, Iowa",19137,"42,740","45,665"
Muscatine,Iowa,"Muscatine, Iowa",19139,"48,157","51,135"
O'Brien,Iowa,"O'Brien, Iowa",19141,"54,710","57,629"
Osceola,Iowa,"Osceola, Iowa",19143,"48,362","50,706"
Page,Iowa,"Page, Iowa",19145,"42,970","47,321"
Palo Alto,Iowa,"Palo Alto, Iowa",19147,"50,554","51,679"
Plymouth,Iowa,"Plymouth, Iowa",19149,"56,634","59,460"
Pocahontas,Iowa,"Pocahontas, Iowa",19151,"52,929","53,074"
Polk,Iowa,"Polk, Iowa",19153,"54,049","57,080"
Pottawattamie,Iowa,"Pottawattamie, Iowa",19155,"45,642","47,921"
Poweshiek,Iowa,"Poweshiek, Iowa",19157,"46,021","50,139"
Ringgold,Iowa,"Ringgold, Iowa",19159,"46,574","50,196"
Sac,Iowa,"Sac, Iowa",19161,"56,400","59,653"
Scott,Iowa,"Scott, Iowa",19163,"55,094","58,465"
Shelby,Iowa,"Shelby, Iowa",19165,"52,317","55,229"
Sioux,Iowa,"Sioux, Iowa",19167,"52,234","55,209"
Story,Iowa,"Story, Iowa",19169,"44,100","45,951"
Tama,Iowa,"Tama, Iowa",19171,"46,647","52,315"
Taylor,Iowa,"Taylor, Iowa",19173,"41,479","44,763"
Union,Iowa,"Union, Iowa",19175,"41,084","43,735"
Van Buren,Iowa,"Van Buren, Iowa",19177,"40,328","41,781"
Wapello,Iowa,"Wapello, Iowa",19179,"39,576","42,889"
Warren,Iowa,"Warren, Iowa",19181,"51,955","54,251"
Washington,Iowa,"Washington, Iowa",19183,"60,857","59,565"
Wayne,Iowa,"Wayne, Iowa",19185,"42,605","46,743"
Webster,Iowa,"Webster, Iowa",19187,"46,562","48,862"
Winnebago,Iowa,"Winnebago, Iowa",19189,"42,377","45,722"
Winneshiek,Iowa,"Winneshiek, Iowa",19191,"49,610","54,036"
Woodbury,Iowa,"Woodbury, Iowa",19193,"44,690","47,731"
Worth,Iowa,"Worth, Iowa",19195,"41,710","45,566"
Wright,Iowa,"Wright, Iowa",19197,"48,770","52,825"
Allen,Kansas,"Allen, Kansas",20001,"42,756","45,840"
Anderson,Kansas,"Anderson, Kansas",20003,"39,196","43,864"
Atchison,Kansas,"Atchison, Kansas",20005,"39,743","42,974"
Barber,Kansas,"Barber, Kansas",20007,"43,570","49,804"
Barton,Kansas,"Barton, Kansas",20009,"47,429","49,436"
Bourbon,Kansas,"Bourbon, Kansas",20011,"41,792","44,521"
Brown,Kansas,"Brown, Kansas",20013,"45,349","48,026"
Butler,Kansas,"Butler, Kansas",20015,"48,192","50,789"
Chase,Kansas,"Chase, Kansas",20017,"50,941","56,852"
Chautauqua,Kansas,"Chautauqua, Kansas",20019,"41,514","44,908"
Cherokee,Kansas,"Cherokee, Kansas",20021,"41,760","44,739"
Cheyenne,Kansas,"Cheyenne, Kansas",20023,"45,768","54,465"
Clark,Kansas,"Clark, Kansas",20025,"54,420","60,647"
Clay,Kansas,"Clay, Kansas",20027,"43,526","47,126"
Cloud,Kansas,"Cloud, Kansas",20029,"39,807","44,452"
Coffey,Kansas,"Coffey, Kansas",20031,"52,701","56,988"
Comanche,Kansas,"Comanche, Kansas",20033,"40,844","46,141"
Cowley,Kansas,"Cowley, Kansas",20035,"39,690","42,334"
Crawford,Kansas,"Crawford, Kansas",20037,"39,587","42,963"
Decatur,Kansas,"Decatur, Kansas",20039,"43,934","51,018"
Dickinson,Kansas,"Dickinson, Kansas",20041,"42,873","47,348"
Doniphan,Kansas,"Doniphan, Kansas",20043,"42,643","44,885"
Douglas,Kansas,"Douglas, Kansas",20045,"45,174","47,494"
Edwards,Kansas,"Edwards, Kansas",20047,"53,549","61,904"
Elk,Kansas,"Elk, Kansas",20049,"38,779","42,431"
Ellis,Kansas,"Ellis, Kansas",20051,"47,072","50,785"
Ellsworth,Kansas,"Ellsworth, Kansas",20053,"46,178","47,276"
Finney,Kansas,"Finney, Kansas",20055,"43,588","46,899"
Ford,Kansas,"Ford, Kansas",20057,"40,145","45,081"
Franklin,Kansas,"Franklin, Kansas",20059,"43,930","46,437"
Geary,Kansas,"Geary, Kansas",20061,"52,022","54,663"
Gove,Kansas,"Gove, Kansas",20063,"56,396","61,150"
Graham,Kansas,"Graham, Kansas",20065,"49,939","56,190"
Grant,Kansas,"Grant, Kansas",20067,"43,820","44,835"
Gray,Kansas,"Gray, Kansas",20069,"57,854","60,355"
Greeley,Kansas,"Greeley, Kansas",20071,"66,094","89,737"
Greenwood,Kansas,"Greenwood, Kansas",20073,"41,837","46,032"
Hamilton,Kansas,"Hamilton, Kansas",20075,"55,843","75,840"
Harper,Kansas,"Harper, Kansas",20077,"52,777","57,870"
Harvey,Kansas,"Harvey, Kansas",20079,"43,822","46,698"
Haskell,Kansas,"Haskell, Kansas",20081,"52,604","56,311"
Hodgeman,Kansas,"Hodgeman, Kansas",20083,"53,124","61,030"
Jackson,Kansas,"Jackson, Kansas",20085,"43,163","46,523"
Jefferson,Kansas,"Jefferson, Kansas",20087,"44,598","48,099"
Jewell,Kansas,"Jewell, Kansas",20089,"49,336","55,860"
Johnson,Kansas,"Johnson, Kansas",20091,"78,670","80,681"
Kearny,Kansas,"Kearny, Kansas",20093,"52,915","61,932"
Kingman,Kansas,"Kingman, Kansas",20095,"46,275","50,889"
Kiowa,Kansas,"Kiowa, Kansas",20097,"40,295","48,250"
Labette,Kansas,"Labette, Kansas",20099,"42,939","47,114"
Lane,Kansas,"Lane, Kansas",20101,"66,005","72,211"
Leavenworth,Kansas,"Leavenworth, Kansas",20103,"44,060","46,176"
Lincoln,Kansas,"Lincoln, Kansas",20105,"43,879","52,328"
Linn,Kansas,"Linn, Kansas",20107,"40,714","44,155"
Logan,Kansas,"Logan, Kansas",20109,"48,091","57,732"
Lyon,Kansas,"Lyon, Kansas",20111,"38,840","43,035"
McPherson,Kansas,"McPherson, Kansas",20113,"55,906","58,438"
Marion,Kansas,"Marion, Kansas",20115,"42,603","46,588"
Marshall,Kansas,"Marshall, Kansas",20117,"43,858","48,358"
Meade,Kansas,"Meade, Kansas",20119,"60,265","65,633"
Miami,Kansas,"Miami, Kansas",20121,"49,837","52,811"
Mitchell,Kansas,"Mitchell, Kansas",20123,"60,282","63,384"
Montgomery,Kansas,"Montgomery, Kansas",20125,"37,469","40,651"
Morris,Kansas,"Morris, Kansas",20127,"42,993","48,171"
Morton,Kansas,"Morton, Kansas",20129,"44,985","54,151"
Nemaha,Kansas,"Nemaha, Kansas",20131,"51,253","56,013"
Neosho,Kansas,"Neosho, Kansas",20133,"40,400","43,566"
Ness,Kansas,"Ness, Kansas",20135,"52,570","60,508"
Norton,Kansas,"Norton, Kansas",20137,"42,973","47,679"
Osage,Kansas,"Osage, Kansas",20139,"42,799","46,698"
Osborne,Kansas,"Osborne, Kansas",20141,"47,340","51,423"
Ottawa,Kansas,"Ottawa, Kansas",20143,"41,714","45,692"
Pawnee,Kansas,"Pawnee, Kansas",20145,"41,101","43,986"
Phillips,Kansas,"Phillips, Kansas",20147,"51,310","56,496"
Pottawatomie,Kansas,"Pottawatomie, Kansas",20149,"53,697","57,495"
Pratt,Kansas,"Pratt, Kansas",20151,"49,737","53,750"
Rawlins,Kansas,"Rawlins, Kansas",20153,"56,570","65,230"
Reno,Kansas,"Reno, Kansas",20155,"41,671","44,529"
Republic,Kansas,"Republic, Kansas",20157,"44,316","49,163"
Rice,Kansas,"Rice, Kansas",20159,"43,331","46,275"
Riley,Kansas,"Riley, Kansas",20161,"43,056","45,177"
Rooks,Kansas,"Rooks, Kansas",20163,"39,555","46,817"
Rush,Kansas,"Rush, Kansas",20165,"50,981","59,190"
Russell,Kansas,"Russell, Kansas",20167,"44,875","48,430"
Saline,Kansas,"Saline, Kansas",20169,"50,099","53,320"
Scott,Kansas,"Scott, Kansas",20171,"55,993","60,520"
Sedgwick,Kansas,"Sedgwick, Kansas",20173,"54,385","56,550"
Seward,Kansas,"Seward, Kansas",20175,"38,254","43,606"
Shawnee,Kansas,"Shawnee, Kansas",20177,"48,091","51,216"
Sheridan,Kansas,"Sheridan, Kansas",20179,"44,967","50,691"
Sherman,Kansas,"Sherman, Kansas",20181,"42,422","48,439"
Smith,Kansas,"Smith, Kansas",20183,"46,587","54,497"
Stafford,Kansas,"Stafford, Kansas",20185,"46,272","50,623"
Stanton,Kansas,"Stanton, Kansas",20187,"73,965","85,633"
Stevens,Kansas,"Stevens, Kansas",20189,"43,272","48,686"
Sumner,Kansas,"Sumner, Kansas",20191,"41,335","44,392"
Thomas,Kansas,"Thomas, Kansas",20193,"47,934","51,457"
Trego,Kansas,"Trego, Kansas",20195,"48,982","56,311"
Wabaunsee,Kansas,"Wabaunsee, Kansas",20197,"51,245","54,428"
Wallace,Kansas,"Wallace, Kansas",20199,"50,175","59,159"
Washington,Kansas,"Washington, Kansas",20201,"45,852","52,731"
Wichita,Kansas,"Wichita, Kansas",20203,"61,878","61,032"
Wilson,Kansas,"Wilson, Kansas",20205,"41,838","45,341"
Woodson,Kansas,"Woodson, Kansas",20207,"39,032","43,381"
Wyandotte,Kansas,"Wyandotte, Kansas",20209,"34,371","36,961"
Adair,Kentucky,"Adair, Kentucky",21001,"32,066","35,880"
Allen,Kentucky,"Allen, Kentucky",21003,"33,024","35,499"
Anderson,Kentucky,"Anderson, Kentucky",21005,"40,950","44,009"
Ballard,Kentucky,"Ballard, Kentucky",21007,"40,587","45,124"
Barren,Kentucky,"Barren, Kentucky",21009,"37,800","41,057"
Bath,Kentucky,"Bath, Kentucky",21011,"31,578","35,333"
Bell,Kentucky,"Bell, Kentucky",21013,"30,262","34,618"
Boone,Kentucky,"Boone, Kentucky",21015,"50,183","53,405"
Bourbon,Kentucky,"Bourbon, Kentucky",21017,"50,326","51,624"
Boyd,Kentucky,"Boyd, Kentucky",21019,"40,201","43,917"
Boyle,Kentucky,"Boyle, Kentucky",21021,"39,983","43,024"
Bracken,Kentucky,"Bracken, Kentucky",21023,"38,343","42,258"
Breathitt,Kentucky,"Breathitt, Kentucky",21025,"34,070","38,011"
Breckinridge,Kentucky,"Breckinridge, Kentucky",21027,"35,124","39,084"
Bullitt,Kentucky,"Bullitt, Kentucky",21029,"43,110","46,618"
Butler,Kentucky,"Butler, Kentucky",21031,"35,294","38,969"
Caldwell,Kentucky,"Caldwell, Kentucky",21033,"35,425","40,364"
Calloway,Kentucky,"Calloway, Kentucky",21035,"36,114","38,629"
Campbell,Kentucky,"Campbell, Kentucky",21037,"50,368","53,445"
Carlisle,Kentucky,"Carlisle, Kentucky",21039,"44,953","48,900"
Carroll,Kentucky,"Carroll, Kentucky",21041,"38,068","41,568"
Carter,Kentucky,"Carter, Kentucky",21043,"31,902","36,002"
Casey,Kentucky,"Casey, Kentucky",21045,"31,686","36,436"
Christian,Kentucky,"Christian, Kentucky",21047,"39,298","42,884"
Clark,Kentucky,"Clark, Kentucky",21049,"40,745","43,952"
Clay,Kentucky,"Clay, Kentucky",21051,"30,760","35,259"
Clinton,Kentucky,"Clinton, Kentucky",21053,"31,584","35,609"
Crittenden,Kentucky,"Crittenden, Kentucky",21055,"36,302","39,879"
Cumberland,Kentucky,"Cumberland, Kentucky",21057,"35,993","44,628"
Daviess,Kentucky,"Daviess, Kentucky",21059,"42,741","46,373"
Edmonson,Kentucky,"Edmonson, Kentucky",21061,"34,265","37,223"
Elliott,Kentucky,"Elliott, Kentucky",21063,"23,090","27,001"
Estill,Kentucky,"Estill, Kentucky",21065,"32,995","36,569"
Fayette,Kentucky,"Fayette, Kentucky",21067,"51,983","54,824"
Fleming,Kentucky,"Fleming, Kentucky",21069,"35,038","39,846"
Floyd,Kentucky,"Floyd, Kentucky",21071,"37,129","41,330"
Franklin,Kentucky,"Franklin, Kentucky",21073,"43,522","47,009"
Fulton,Kentucky,"Fulton, Kentucky",21075,"35,227","39,745"
Gallatin,Kentucky,"Gallatin, Kentucky",21077,"34,201","38,178"
Garrard,Kentucky,"Garrard, Kentucky",21079,"35,501","38,822"
Grant,Kentucky,"Grant, Kentucky",21081,"37,427","40,772"
Graves,Kentucky,"Graves, Kentucky",21083,"38,693","42,264"
Grayson,Kentucky,"Grayson, Kentucky",21085,"34,969","38,959"
Green,Kentucky,"Green, Kentucky",21087,"35,099","39,882"
Greenup,Kentucky,"Greenup, Kentucky",21089,"42,131","45,897"
Hancock,Kentucky,"Hancock, Kentucky",21091,"40,862","40,261"
Hardin,Kentucky,"Hardin, Kentucky",21093,"44,464","47,873"
Harlan,Kentucky,"Harlan, Kentucky",21095,"31,441","35,824"
Harrison,Kentucky,"Harrison, Kentucky",21097,"36,846","41,079"
Hart,Kentucky,"Hart, Kentucky",21099,"34,228","37,418"
Henderson,Kentucky,"Henderson, Kentucky",21101,"41,329","44,793"
Henry,Kentucky,"Henry, Kentucky",21103,"39,893","43,426"
Hickman,Kentucky,"Hickman, Kentucky",21105,"43,207","46,425"
Hopkins,Kentucky,"Hopkins, Kentucky",21107,"40,219","42,918"
Jackson,Kentucky,"Jackson, Kentucky",21109,"29,905","33,106"
Jefferson,Kentucky,"Jefferson, Kentucky",21111,"54,293","57,863"
Jessamine,Kentucky,"Jessamine, Kentucky",21113,"46,769","49,406"
Johnson,Kentucky,"Johnson, Kentucky",21115,"34,442","37,769"
Kenton,Kentucky,"Kenton, Kentucky",21117,"58,917","62,500"
Knott,Kentucky,"Knott, Kentucky",21119,"31,517","35,697"
Knox,Kentucky,"Knox, Kentucky",21121,"29,841","33,797"
Larue,Kentucky,"Larue, Kentucky",21123,"38,332","42,333"
Laurel,Kentucky,"Laurel, Kentucky",21125,"34,265","37,869"
Lawrence,Kentucky,"Lawrence, Kentucky",21127,"33,031","36,446"
Lee,Kentucky,"Lee, Kentucky",21129,"28,755","32,694"
Leslie,Kentucky,"Leslie, Kentucky",21131,"34,057","38,666"
Letcher,Kentucky,"Letcher, Kentucky",21133,"31,560","35,770"
Lewis,Kentucky,"Lewis, Kentucky",21135,"32,167","36,806"
Lincoln,Kentucky,"Lincoln, Kentucky",21137,"33,549","37,303"
Livingston,Kentucky,"Livingston, Kentucky",21139,"38,644","43,379"
Logan,Kentucky,"Logan, Kentucky",21141,"37,061","40,963"
Lyon,Kentucky,"Lyon, Kentucky",21143,"37,823","40,843"
McCracken,Kentucky,"McCracken, Kentucky",21145,"48,517","52,171"
McCreary,Kentucky,"McCreary, Kentucky",21147,"26,649","30,943"
McLean,Kentucky,"McLean, Kentucky",21149,"39,825","43,162"
Madison,Kentucky,"Madison, Kentucky",21151,"35,969","39,093"
Magoffin,Kentucky,"Magoffin, Kentucky",21153,"33,307","38,033"
Marion,Kentucky,"Marion, Kentucky",21155,"37,733","41,225"
Marshall,Kentucky,"Marshall, Kentucky",21157,"42,509","45,975"
Martin,Kentucky,"Martin, Kentucky",21159,"29,194","32,383"
Mason,Kentucky,"Mason, Kentucky",21161,"41,414","45,488"
Meade,Kentucky,"Meade, Kentucky",21163,"41,449","44,720"
Menifee,Kentucky,"Menifee, Kentucky",21165,"31,719","35,489"
Mercer,Kentucky,"Mercer, Kentucky",21167,"37,891","41,025"
Metcalfe,Kentucky,"Metcalfe, Kentucky",21169,"31,968","35,804"
Monroe,Kentucky,"Monroe, Kentucky",21171,"37,421","42,638"
Montgomery,Kentucky,"Montgomery, Kentucky",21173,"36,141","39,549"
Morgan,Kentucky,"Morgan, Kentucky",21175,"28,308","31,500"
Muhlenberg,Kentucky,"Muhlenberg, Kentucky",21177,"34,807","37,328"
Nelson,Kentucky,"Nelson, Kentucky",21179,"44,101","47,784"
Nicholas,Kentucky,"Nicholas, Kentucky",21181,"35,360","39,531"
Ohio,Kentucky,"Ohio, Kentucky",21183,"33,140","36,606"
Oldham,Kentucky,"Oldham, Kentucky",21185,"66,583","68,986"
Owen,Kentucky,"Owen, Kentucky",21187,"33,906","37,464"
Owsley,Kentucky,"Owsley, Kentucky",21189,"32,179","36,830"
Pendleton,Kentucky,"Pendleton, Kentucky",21191,"45,354","46,524"
Perry,Kentucky,"Perry, Kentucky",21193,"38,701","43,661"
Pike,Kentucky,"Pike, Kentucky",21195,"35,833","39,450"
Powell,Kentucky,"Powell, Kentucky",21197,"32,497","37,224"
Pulaski,Kentucky,"Pulaski, Kentucky",21199,"38,331","41,989"
Robertson,Kentucky,"Robertson, Kentucky",21201,"33,813","39,137"
Rockcastle,Kentucky,"Rockcastle, Kentucky",21203,"32,301","35,809"
Rowan,Kentucky,"Rowan, Kentucky",21205,"31,654","34,561"
Russell,Kentucky,"Russell, Kentucky",21207,"37,449","40,672"
Scott,Kentucky,"Scott, Kentucky",21209,"44,391","47,509"
Shelby,Kentucky,"Shelby, Kentucky",21211,"46,655","50,602"
Simpson,Kentucky,"Simpson, Kentucky",21213,"38,943","42,537"
Spencer,Kentucky,"Spencer, Kentucky",21215,"45,606","49,066"
Taylor,Kentucky,"Taylor, Kentucky",21217,"35,388","39,488"
Todd,Kentucky,"Todd, Kentucky",21219,"38,800","41,672"
Trigg,Kentucky,"Trigg, Kentucky",21221,"38,177","41,497"
Trimble,Kentucky,"Trimble, Kentucky",21223,"40,200","44,227"
Union,Kentucky,"Union, Kentucky",21225,"36,328","41,157"
Warren,Kentucky,"Warren, Kentucky",21227,"38,153","40,705"
Washington,Kentucky,"Washington, Kentucky",21229,"38,091","41,902"
Wayne,Kentucky,"Wayne, Kentucky",21231,"29,160","33,258"
Webster,Kentucky,"Webster, Kentucky",21233,"39,887","42,496"
Whitley,Kentucky,"Whitley, Kentucky",21235,"34,331","38,256"
Wolfe,Kentucky,"Wolfe, Kentucky",21237,"31,477","36,449"
Woodford,Kentucky,"Woodford, Kentucky",21239,"53,192","54,911"
Acadia,Louisiana,"Acadia, Louisiana",22001,"37,337","40,916"
Allen,Louisiana,"Allen, Louisiana",22003,"34,997","37,054"
Ascension,Louisiana,"Ascension, Louisiana",22005,"51,516","54,395"
Assumption,Louisiana,"Assumption, Louisiana",22007,"49,020","51,585"
Avoyelles,Louisiana,"Avoyelles, Louisiana",22009,"38,588","41,977"
Beauregard,Louisiana,"Beauregard, Louisiana",22011,"43,502","47,003"
Bienville,Louisiana,"Bienville, Louisiana",22013,"38,881","42,372"
Bossier,Louisiana,"Bossier, Louisiana",22015,"45,535","48,907"
Caddo,Louisiana,"Caddo, Louisiana",22017,"50,376","55,047"
Calcasieu,Louisiana,"Calcasieu, Louisiana",22019,"49,562","50,994"
Caldwell,Louisiana,"Caldwell, Louisiana",22021,"34,840","38,705"
Cameron,Louisiana,"Cameron, Louisiana",22023,"48,227","49,224"
Catahoula,Louisiana,"Catahoula, Louisiana",22025,"34,749","39,357"
Claiborne,Louisiana,"Claiborne, Louisiana",22027,"34,115","36,281"
Concordia,Louisiana,"Concordia, Louisiana",22029,"33,666","38,891"
De Soto,Louisiana,"De Soto, Louisiana",22031,"42,314","45,615"
East Baton Rouge,Louisiana,"East Baton Rouge, Louisiana",22033,"53,223","56,484"
East Carroll,Louisiana,"East Carroll, Louisiana",22035,"35,331","41,875"
East Feliciana,Louisiana,"East Feliciana, Louisiana",22037,"42,654","44,787"
Evangeline,Louisiana,"Evangeline, Louisiana",22039,"33,380","37,820"
Franklin,Louisiana,"Franklin, Louisiana",22041,"32,965","37,754"
Grant,Louisiana,"Grant, Louisiana",22043,"31,756","34,870"
Iberia,Louisiana,"Iberia, Louisiana",22045,"41,006","44,242"
Iberville,Louisiana,"Iberville, Louisiana",22047,"43,494","46,461"
Jackson,Louisiana,"Jackson, Louisiana",22049,"34,499","37,665"
Jefferson,Louisiana,"Jefferson, Louisiana",22051,"51,950","55,373"
Jefferson Davis,Louisiana,"Jefferson Davis, Louisiana",22053,"42,513","45,620"
Lafayette,Louisiana,"Lafayette, Louisiana",22055,"49,632","52,507"
Lafourche,Louisiana,"Lafourche, Louisiana",22057,"45,884","48,741"
LaSalle,Louisiana,"LaSalle, Louisiana",22059,"33,808","36,116"
Lincoln,Louisiana,"Lincoln, Louisiana",22061,"42,155","44,944"
Livingston,Louisiana,"Livingston, Louisiana",22063,"43,122","45,620"
Madison,Louisiana,"Madison, Louisiana",22065,"32,651","38,337"
Morehouse,Louisiana,"Morehouse, Louisiana",22067,"39,290","44,187"
Natchitoches,Louisiana,"Natchitoches, Louisiana",22069,"41,113","43,702"
Orleans,Louisiana,"Orleans, Louisiana",22071,"53,142","57,421"
Ouachita,Louisiana,"Ouachita, Louisiana",22073,"42,164","45,661"
Plaquemines,Louisiana,"Plaquemines, Louisiana",22075,"48,482","51,456"
Pointe Coupee,Louisiana,"Pointe Coupee, Louisiana",22077,"48,688","52,332"
Rapides,Louisiana,"Rapides, Louisiana",22079,"46,666","50,226"
Red River,Louisiana,"Red River, Louisiana",22081,"42,778","45,680"
Richland,Louisiana,"Richland, Louisiana",22083,"38,908","42,644"
Sabine,Louisiana,"Sabine, Louisiana",22085,"36,280","38,190"
St. Bernard,Louisiana,"St. Bernard, Louisiana",22087,"32,956","36,093"
St. Charles,Louisiana,"St. Charles, Louisiana",22089,"50,137","53,148"
St. Helena,Louisiana,"St. Helena, Louisiana",22091,"44,753","48,743"
St. James,Louisiana,"St. James, Louisiana",22093,"53,762","56,880"
St. John the Baptist,Louisiana,"St. John the Baptist, Louisiana",22095,"42,329","45,927"
St. Landry,Louisiana,"St. Landry, Louisiana",22097,"42,357","46,131"
St. Martin,Louisiana,"St. Martin, Louisiana",22099,"39,293","42,203"
St. Mary,Louisiana,"St. Mary, Louisiana",22101,"41,877","45,760"
St. Tammany,Louisiana,"St. Tammany, Louisiana",22103,"68,914","70,190"
Tangipahoa,Louisiana,"Tangipahoa, Louisiana",22105,"38,963","41,792"
Tensas,Louisiana,"Tensas, Louisiana",22107,"41,879","44,043"
Terrebonne,Louisiana,"Terrebonne, Louisiana",22109,"42,545","45,942"
Union,Louisiana,"Union, Louisiana",22111,"41,110","43,609"
Vermilion,Louisiana,"Vermilion, Louisiana",22113,"40,111","42,526"
Vernon,Louisiana,"Vernon, Louisiana",22115,"42,488","45,320"
Washington,Louisiana,"Washington, Louisiana",22117,"35,224","38,515"
Webster,Louisiana,"Webster, Louisiana",22119,"41,473","45,088"
West Baton Rouge,Louisiana,"West Baton Rouge, Louisiana",22121,"49,018","51,758"
West Carroll,Louisiana,"West Carroll, Louisiana",22123,"32,175","37,148"
West Feliciana,Louisiana,"West Feliciana, Louisiana",22125,"39,414","41,145"
Winn,Louisiana,"Winn, Louisiana",22127,"38,645","41,491"
Androscoggin,Maine,"Androscoggin, Maine",23001,"42,698","46,357"
Aroostook,Maine,"Aroostook, Maine",23003,"42,664","47,605"
Cumberland,Maine,"Cumberland, Maine",23005,"64,361","68,237"
Franklin,Maine,"Franklin, Maine",23007,"40,425","43,276"
Hancock,Maine,"Hancock, Maine",23009,"52,016","55,393"
Kennebec,Maine,"Kennebec, Maine",23011,"46,677","50,469"
Knox,Maine,"Knox, Maine",23013,"51,685","54,363"
Oxford,Maine,"Oxford, Maine",23017,"38,988","42,327"
Penobscot,Maine,"Penobscot, Maine",23019,"43,083","47,315"
Sagadahoc,Maine,"Sagadahoc, Maine",23023,"52,383","55,965"
Waldo,Maine,"Waldo, Maine",23027,"44,116","47,495"
Washington,Maine,"Washington, Maine",23029,"40,813","45,558"
York,Maine,"York, Maine",23031,"54,396","58,038"
Allegany,Maryland,"Allegany, Maryland",24001,"40,687","43,970"
Anne Arundel,Maryland,"Anne Arundel, Maryland",24003,"68,314","72,197"
Baltimore,Maryland,"Baltimore, Maryland",24510,"62,543","66,585"
Calvert,Maryland,"Calvert, Maryland",24009,"63,247","66,469"
Caroline,Maryland,"Caroline, Maryland",24011,"45,657","48,393"
Carroll,Maryland,"Carroll, Maryland",24013,"63,409","66,901"
Cecil,Maryland,"Cecil, Maryland",24015,"48,834","51,853"
Charles,Maryland,"Charles, Maryland",24017,"57,196","61,324"
Dorchester,Maryland,"Dorchester, Maryland",24019,"46,514","49,921"
Frederick,Maryland,"Frederick, Maryland",24021,"62,804","66,664"
Garrett,Maryland,"Garrett, Maryland",24023,"45,630","48,630"
Harford,Maryland,"Harford, Maryland",24025,"59,653","63,432"
Howard,Maryland,"Howard, Maryland",24027,"78,033","81,969"
Kent,Maryland,"Kent, Maryland",24029,"60,407","64,331"
Montgomery,Maryland,"Montgomery, Maryland",24031,"86,221","89,552"
Prince George's,Maryland,"Prince George's, Maryland",24033,"49,947","54,195"
Queen Anne's,Maryland,"Queen Anne's, Maryland",24035,"64,996","67,861"
St. Mary's,Maryland,"St. Mary's, Maryland",24037,"57,891","61,144"
Somerset,Maryland,"Somerset, Maryland",24039,"30,623","32,531"
Talbot,Maryland,"Talbot, Maryland",24041,"72,729","76,528"
Washington,Maryland,"Washington, Maryland",24043,"47,071","50,493"
Wicomico,Maryland,"Wicomico, Maryland",24045,"41,134","44,184"
Worcester,Maryland,"Worcester, Maryland",24047,"56,536","59,881"
