,CountyID,AverageSalesPrice2019  ,AverageSalesPrice2020,Population 2019,Violent Crime Total 2019,Property Crime Total 2019,Population 2020,Violent Crime Total 2020,Property Crime Total 2020,Income_2019,Income_2020
0,26017,59150,64300,32793.0,271.0,654.0,32485.0,276.0,500.0,43554.0,47786.0
4,19179,77258,68800,24488.0,134.0,1009.0,24293.0,230.0,949.0,39576.0,42889.0
5,40137,77675,84600,22296.0,37.0,733.0,22226.0,42.0,895.0,44182.0,46027.0
9,51173,84708,90800,5593.0,24.0,224.0,5515.0,25.0,156.0,36800.0,40220.0
10,39039,86583,88100,16601.0,22.0,225.0,16576.0,25.0,235.0,41905.0,45385.0
14,54029,91617,82733,18296.0,11.0,88.0,18111.0,12.0,24.0,43962.0,47007.0
15,39037,92175,121067,2006.0,0.0,9.0,12549.0,28.0,186.0,44202.0,48088.0
16,39003,93283,95450,36653.0,259.0,1493.0,2154.0,0.0,22.0,43268.0,46500.0
17,26007,93567,101867,9901.0,58.0,159.0,9900.0,41.0,154.0,41212.0,45685.0
18,26079,93658,118733,2086.0,1.0,24.0,2103.0,7.0,20.0,36085.0,41545.0
19,19187,94758,83150,23973.0,101.0,724.0,23755.0,180.0,827.0,46562.0,48862.0
20,26009,95100,93200,1618.0,0.0,0.0,1613.0,0.0,0.0,48432.0,52490.0
22,19033,95650,99633,26976.0,176.0,789.0,26811.0,114.0,854.0,50746.0,53643.0
24,21047,99167,113200,30895.0,90.0,1083.0,30532.0,89.0,930.0,39298.0,42884.0
26,39023,100167,102250,59128.0,292.0,2992.0,58696.0,338.0,3014.0,41625.0,45363.0
27,39139,102117,96600,46418.0,187.0,1996.0,9002.0,26.0,128.0,40313.0,43928.0
28,55075,102417,112200,10569.0,11.0,184.0,10497.0,26.0,197.0,46320.0,49557.0
33,39029,104250,93233,11644.0,22.0,341.0,11538.0,16.0,327.0,39387.0,42771.0
35,27099,105908,112600,25224.0,54.0,487.0,25267.0,70.0,402.0,46221.0,50537.0
36,39047,106333,113800,14150.0,39.0,504.0,14076.0,38.0,377.0,40049.0,46261.0
38,26107,106775,119133,10389.0,26.0,135.0,10355.0,36.0,97.0,33868.0,37579.0
39,26025,107075,113267,60607.0,568.0,1969.0,60479.0,540.0,1569.0,40428.0,44729.0
42,19099,107800,112350,1736.0,1.0,3.0,15176.0,62.0,247.0,43692.0,46473.0
44,47171,108900,139300,5826.0,30.0,89.0,5901.0,14.0,67.0,37152.0,39357.0
45,37157,109117,116800,14773.0,88.0,513.0,14799.0,87.0,430.0,38057.0,40672.0
46,26021,109900,116233,11106.0,86.0,366.0,11102.0,74.0,328.0,48231.0,52395.0
48,5033,110717,137267,23800.0,117.0,752.0,23779.0,124.0,701.0,33837.0,35919.0
51,47133,113542,80533,4014.0,12.0,65.0,4046.0,13.0,82.0,34877.0,37105.0
52,39091,113683,130733,13145.0,25.0,202.0,13240.0,9.0,184.0,44189.0,48471.0
56,36023,114425,129967,18655.0,55.0,325.0,18615.0,49.0,514.0,41412.0,45776.0
57,39119,115383,118933,25346.0,89.0,1071.0,25136.0,81.0,874.0,42506.0,46070.0
58,47077,115792,123550,7723.0,45.0,238.0,7915.0,29.0,202.0,37241.0,39940.0
59,45031,115892,133533,7524.0,108.0,668.0,7519.0,88.0,450.0,39085.0,41928.0
60,21235,116233,135400,7255.0,9.0,133.0,7190.0,8.0,141.0,34331.0,38256.0
62,19127,116342,123750,27002.0,105.0,674.0,26564.0,128.0,470.0,43722.0,47696.0
65,37111,118525,102100,7837.0,12.0,419.0,7861.0,15.0,439.0,35086.0,37858.0
67,26051,119583,127667,2880.0,18.0,48.0,2887.0,20.0,40.0,37307.0,40772.0
68,39069,120017,111300,8188.0,23.0,186.0,8148.0,19.0,225.0,46216.0,50752.0
69,55031,120483,110500,25967.0,72.0,1101.0,25845.0,48.0,1011.0,44251.0,45962.0
70,5071,120492,112300,9813.0,29.0,240.0,9829.0,33.0,247.0,28774.0,30728.0
71,40147,120600,120233,36502.0,111.0,1145.0,36183.0,88.0,1144.0,59436.0,58010.0
72,26149,120667,125833,10779.0,44.0,310.0,10831.0,73.0,260.0,39092.0,43818.0
73,20209,121633,138000,7850.0,20.0,150.0,4503.0,27.0,134.0,34371.0,36961.0
74,5131,122058,135700,88041.0,863.0,5127.0,88071.0,1031.0,4871.0,43310.0,45586.0
75,29091,122367,131700,12284.0,52.0,709.0,12331.0,48.0,641.0,35152.0,37414.0
77,37195,122892,135567,49344.0,220.0,1545.0,49486.0,270.0,1439.0,40260.0,43111.0
78,21167,123200,149267,8509.0,9.0,115.0,8553.0,9.0,127.0,37891.0,41025.0
79,26101,123258,154800,6103.0,23.0,99.0,6103.0,22.0,112.0,40663.0,44382.0
80,45085,123525,143867,39546.0,418.0,1796.0,39542.0,491.0,1459.0,39812.0,43003.0
81,48099,123542,135600,32693.0,129.0,691.0,33333.0,144.0,712.0,35551.0,38222.0
82,40153,123542,120433,12195.0,31.0,253.0,12143.0,31.0,312.0,38420.0,40710.0
85,19183,125125,114533,7315.0,48.0,132.0,7227.0,44.0,155.0,60857.0,59565.0
86,13153,125242,135100,76623.0,420.0,3609.0,78508.0,495.0,3154.0,43847.0,46579.0
90,26023,126108,128300,12098.0,47.0,275.0,12076.0,40.0,253.0,37942.0,42356.0
91,5145,126125,126000,23873.0,199.0,1042.0,23742.0,206.0,983.0,37110.0,39598.0
92,13213,126275,121050,917.0,0.0,14.0,903.0,0.0,4.0,31148.0,33841.0
93,39051,127375,126400,7428.0,14.0,142.0,7411.0,9.0,127.0,47145.0,50349.0
94,12027,128350,157133,8274.0,55.0,106.0,8392.0,49.0,97.0,25717.0,27863.0
95,18145,128592,132133,19362.0,146.0,407.0,19451.0,121.0,330.0,45153.0,48628.0
96,47185,128975,136900,4957.0,6.0,207.0,4960.0,6.0,149.0,34442.0,36062.0
97,48415,129167,118333,11161.0,160.0,226.0,11004.0,82.0,116.0,45708.0,47272.0
98,19193,129225,129950,82339.0,366.0,3203.0,82628.0,477.0,2682.0,44690.0,47731.0
99,18163,129708,136667,117700.0,721.0,4917.0,117747.0,1185.0,4252.0,47499.0,50033.0
100,47059,129775,132400,14881.0,50.0,521.0,14875.0,71.0,482.0,37027.0,39310.0
101,47063,130133,155300,30044.0,255.0,1423.0,30330.0,258.0,1290.0,38247.0,40627.0
102,19139,130633,141533,23823.0,47.0,320.0,23616.0,62.0,403.0,48157.0,51135.0
104,47103,131567,142733,7047.0,53.0,224.0,7077.0,36.0,239.0,42372.0,45271.0
106,39135,131833,137667,8136.0,6.0,213.0,8118.0,14.0,214.0,41302.0,45016.0
107,47113,131867,145967,66915.0,650.0,2473.0,67234.0,703.0,2414.0,43702.0,46574.0
108,21145,132625,153300,24832.0,71.0,1305.0,24850.0,85.0,993.0,48517.0,52171.0
109,9005,132642,156550,33972.0,36.0,372.0,33796.0,32.0,388.0,65086.0,67118.0
110,12051,132967,148267,8098.0,26.0,211.0,8125.0,34.0,165.0,31921.0,35546.0
111,21101,133050,138667,28368.0,65.0,698.0,28126.0,82.0,737.0,41329.0,44793.0
112,20169,133092,144933,46567.0,213.0,1726.0,407.0,0.0,0.0,50099.0,53320.0
114,55117,133650,146300,48035.0,172.0,783.0,47814.0,157.0,832.0,53217.0,55616.0
115,47107,133925,129700,13879.0,116.0,881.0,14059.0,131.0,799.0,37429.0,39986.0
116,54039,134008,156200,9956.0,33.0,304.0,46038.0,424.0,2122.0,49760.0,52969.0
117,5115,134242,144733,29446.0,140.0,897.0,29266.0,139.0,1133.0,35416.0,36617.0
120,27161,134700,155100,8841.0,15.0,159.0,8805.0,18.0,174.0,42148.0,47139.0
122,55073,135075,136650,38507.0,156.0,521.0,38492.0,174.0,560.0,52203.0,55136.0
123,39155,135258,116633,38012.0,212.0,1478.0,38462.0,173.0,1073.0,41559.0,45142.0
124,47163,135583,147533,54218.0,332.0,2829.0,54260.0,372.0,2426.0,43657.0,45789.0
125,37057,135650,156950,18917.0,121.0,812.0,26631.0,118.0,735.0,40647.0,43348.0
126,29157,135675,144567,8466.0,28.0,231.0,8526.0,30.0,207.0,42152.0,45002.0
127,39011,135967,135067,9717.0,2.0,137.0,9680.0,13.0,112.0,49225.0,52330.0
128,40013,136175,114367,18478.0,67.0,781.0,19007.0,40.0,559.0,35545.0,37561.0
131,47055,137358,138350,7628.0,54.0,349.0,7571.0,42.0,269.0,38704.0,41074.0
133,5005,137533,128833,12458.0,32.0,486.0,12582.0,32.0,384.0,37854.0,39950.0
135,39167,137925,147100,13547.0,17.0,192.0,13281.0,15.0,163.0,44343.0,47365.0
136,41001,137933,190900,9750.0,22.0,324.0,9808.0,29.0,348.0,41658.0,46277.0
137,47073,138383,133433,6671.0,0.0,10.0,6655.0,4.0,10.0,35014.0,37460.0
138,21021,139058,146033,16873.0,26.0,277.0,16826.0,16.0,284.0,39983.0,43024.0
139,20057,139908,122833,27314.0,129.0,613.0,27066.0,124.0,681.0,40145.0,45081.0
140,13063,139967,148600,20273.0,146.0,903.0,20202.0,203.0,877.0,28329.0,32702.0
142,26067,140942,139467,10907.0,44.0,139.0,11153.0,17.0,107.0,35503.0,39366.0
143,55069,141192,159800,9017.0,14.0,169.0,8984.0,12.0,143.0,47030.0,50216.0
145,26073,141350,134067,25315.0,48.0,384.0,24668.0,46.0,316.0,36275.0,40021.0
146,29187,141758,136767,19178.0,27.0,641.0,19446.0,27.0,548.0,34982.0,37377.0
147,39157,141867,140800,17434.0,8.0,242.0,17423.0,7.0,105.0,45039.0,47937.0
148,39123,141892,191400,5914.0,15.0,109.0,6159.0,13.0,66.0,54026.0,57446.0
150,26137,142583,135200,3709.0,14.0,186.0,3692.0,24.0,172.0,41634.0,46166.0
151,29161,142658,156200,20482.0,109.0,814.0,20522.0,116.0,867.0,39916.0,42030.0
152,36065,142958,129733,59842.0,374.0,1986.0,59483.0,298.0,2017.0,46529.0,50201.0
153,27111,142975,150350,13900.0,47.0,613.0,13834.0,38.0,503.0,48116.0,52707.0
154,21213,143083,139433,9036.0,21.0,250.0,9072.0,19.0,247.0,38943.0,42537.0
155,36083,143500,158567,49286.0,296.0,1365.0,49052.0,330.0,1411.0,50481.0,54748.0
157,34011,143892,145800,59860.0,211.0,1686.0,59288.0,227.0,1239.0,41327.0,45498.0
158,12023,144050,174350,12141.0,161.0,781.0,12403.0,193.0,669.0,35600.0,38243.0
159,48375,144150,157500,201036.0,1447.0,7835.0,200296.0,1676.0,7369.0,47610.0,49498.0
160,26123,144417,191400,4103.0,11.0,82.0,4077.0,8.0,61.0,38246.0,42117.0
161,37159,144483,156000,33877.0,249.0,1413.0,34045.0,251.0,1218.0,40714.0,43724.0
162,55005,144650,129100,8369.0,21.0,284.0,8526.0,41.0,210.0,49873.0,53179.0
164,13129,145200,156850,17069.0,51.0,369.0,17387.0,80.0,472.0,35882.0,37759.0
165,45007,145208,162233,4434.0,15.0,156.0,4488.0,11.0,153.0,41306.0,43459.0
166,21125,145225,151167,8050.0,5.0,375.0,8076.0,8.0,290.0,34265.0,37869.0
167,18091,145267,145450,21557.0,116.0,464.0,21515.0,70.0,457.0,43065.0,46274.0
169,26045,145550,169233,9088.0,28.0,175.0,9091.0,29.0,169.0,43537.0,47407.0
170,26111,145767,143833,41791.0,56.0,392.0,41682.0,62.0,329.0,54477.0,57561.0
171,27113,145775,154700,8825.0,6.0,132.0,8849.0,11.0,140.0,56612.0,61825.0
172,23011,145908,159433,18629.0,49.0,587.0,18653.0,75.0,617.0,46677.0,50469.0
174,12055,146033,154067,11008.0,57.0,481.0,10664.0,79.0,389.0,34433.0,37158.0
176,39027,146308,152100,12391.0,26.0,651.0,12353.0,30.0,349.0,45049.0,48542.0
177,29051,146350,153933,42793.0,119.0,1101.0,42653.0,109.0,821.0,48726.0,51905.0
178,4009,146517,165100,9916.0,21.0,363.0,2580.0,5.0,21.0,31179.0,35072.0
179,21035,146675,139033,19545.0,20.0,378.0,19499.0,28.0,317.0,36114.0,38629.0
181,48141,146875,155750,686793.0,2422.0,10378.0,685288.0,2167.0,8507.0,38771.0,41818.0
182,34005,147575,165600,7134.0,8.0,120.0,7114.0,14.0,122.0,63528.0,67154.0
183,55027,147725,148133,16375.0,27.0,260.0,16426.0,19.0,206.0,45654.0,48547.0
184,26159,147917,144067,4326.0,24.0,258.0,4341.0,28.0,229.0,41686.0,45869.0
186,37023,148475,152800,16524.0,82.0,613.0,4416.0,12.0,54.0,36022.0,38946.0
187,51009,148517,144433,2179.0,3.0,14.0,2174.0,1.0,13.0,37560.0,40293.0
189,47013,148767,155833,6651.0,52.0,339.0,6606.0,41.0,190.0,34786.0,37229.0
190,37051,148808,157133,209614.0,1835.0,7391.0,212033.0,2074.0,7210.0,39799.0,42992.0
191,55141,148858,154767,18216.0,29.0,312.0,18403.0,33.0,375.0,47911.0,50929.0
194,5085,149725,153600,26875.0,100.0,371.0,26593.0,102.0,372.0,40825.0,43537.0
195,40131,149833,166267,18786.0,23.0,495.0,18757.0,31.0,565.0,48836.0,50583.0
196,36063,149917,149400,47900.0,431.0,1848.0,30104.0,37.0,330.0,47053.0,51506.0
197,21049,150142,146200,18605.0,44.0,823.0,18570.0,43.0,790.0,40745.0,43952.0
198,55081,150183,145300,9823.0,15.0,87.0,9865.0,40.0,81.0,42274.0,45741.0
199,26117,150192,156867,8447.0,29.0,311.0,8415.0,41.0,317.0,35911.0,40018.0
200,5035,150417,151267,24442.0,485.0,1225.0,24205.0,607.0,1094.0,38397.0,41474.0
204,55045,151325,143867,10537.0,7.0,123.0,10538.0,2.0,173.0,53359.0,56620.0
206,29169,151783,161633,6034.0,21.0,406.0,6485.0,30.0,330.0,41866.0,44732.0
207,45077,152067,143700,21390.0,98.0,1098.0,21512.0,90.0,1028.0,39845.0,41770.0
208,31111,152133,158700,23705.0,89.0,800.0,23523.0,99.0,820.0,49610.0,54043.0
209,27169,152217,152600,26720.0,30.0,644.0,26487.0,45.0,683.0,48417.0,52198.0
211,39169,152550,163900,26615.0,110.0,738.0,26424.0,70.0,661.0,46939.0,49901.0
212,48381,152725,161600,16312.0,14.0,153.0,16263.0,14.0,132.0,50022.0,52391.0
213,5031,152975,161700,78261.0,537.0,2982.0,79702.0,642.0,2825.0,38365.0,40728.0
214,47123,153042,157533,5875.0,29.0,295.0,5904.0,40.0,267.0,35367.0,37822.0
215,21179,153058,162767,13239.0,15.0,348.0,13330.0,26.0,269.0,44101.0,47784.0
216,21005,153142,147450,11538.0,4.0,123.0,11565.0,6.0,86.0,40950.0,44009.0
217,40145,153375,165600,10016.0,23.0,135.0,10109.0,36.0,161.0,41458.0,43111.0
218,37013,153642,168333,9497.0,71.0,357.0,9459.0,124.0,374.0,43878.0,46363.0
219,4023,153825,183450,20112.0,41.0,608.0,20026.0,38.0,565.0,38274.0,42204.0
220,27017,154025,146633,12009.0,10.0,277.0,11995.0,15.0,238.0,44132.0,47227.0
222,47001,154792,179833,29084.0,112.0,671.0,29139.0,168.0,621.0,43407.0,46225.0
226,36067,155150,156967,142438.0,1129.0,4464.0,142011.0,1192.0,4009.0,54379.0,58919.0
227,47035,155192,162900,11643.0,42.0,499.0,11885.0,23.0,532.0,38091.0,40087.0
228,29077,155342,159033,169235.0,2571.0,13188.0,168856.0,2545.0,11738.0,45981.0,47388.0
229,22073,155408,160833,47746.0,843.0,3141.0,47119.0,1399.0,2883.0,42164.0,45661.0
230,47003,155533,171433,22062.0,183.0,667.0,22306.0,192.0,561.0,39615.0,41795.0
231,36055,155642,176167,205769.0,1540.0,7142.0,205199.0,1680.0,6887.0,54174.0,58299.0
232,23019,155933,158767,31872.0,35.0,1168.0,32179.0,51.0,1207.0,43083.0,47315.0
234,12033,156000,172633,52801.0,312.0,1888.0,53083.0,327.0,1543.0,44377.0,47381.0
236,9011,156567,138767,38964.0,149.0,533.0,38576.0,134.0,542.0,58122.0,61191.0
237,36113,156708,161750,14306.0,28.0,100.0,14215.0,10.0,105.0,54650.0,59509.0
238,26147,156717,175567,28783.0,218.0,662.0,28602.0,225.0,631.0,45787.0,50107.0
240,26121,157175,181700,37178.0,308.0,1293.0,36391.0,254.0,1004.0,39769.0,44000.0
241,37169,157408,154600,6878.0,9.0,222.0,6860.0,12.0,198.0,38775.0,41186.0
242,45055,157517,161667,7242.0,86.0,385.0,7264.0,88.0,357.0,43196.0,45782.0
243,28047,157592,164650,72383.0,236.0,3492.0,72142.0,317.0,3078.0,38245.0,41534.0
244,12083,157917,160400,60932.0,493.0,2548.0,61275.0,413.0,1936.0,38754.0,41553.0
246,5051,158100,193700,37263.0,241.0,2674.0,38893.0,287.0,2276.0,41502.0,44358.0
247,8075,158133,189400,13573.0,107.0,462.0,14459.0,65.0,531.0,42751.0,46217.0
248,55135,158300,168867,7118.0,7.0,121.0,7070.0,9.0,67.0,46735.0,49711.0
249,48215,158733,174000,144915.0,140.0,3595.0,144569.0,123.0,2791.0,28091.0,31153.0
250,5045,158758,172200,67336.0,324.0,1842.0,68599.0,359.0,1915.0,39335.0,41943.0
251,55021,158975,168933,10452.0,17.0,164.0,5134.0,4.0,110.0,53511.0,56134.0
252,55087,159292,176500,74757.0,206.0,1073.0,74255.0,198.0,1155.0,52654.0,54862.0
254,21093,159425,178533,30383.0,49.0,452.0,30505.0,44.0,286.0,44464.0,47873.0
255,29071,159458,164000,14064.0,37.0,481.0,14092.0,48.0,523.0,46258.0,48108.0
256,55105,159600,172033,64687.0,148.0,1577.0,64682.0,145.0,1392.0,46018.0,48836.0
257,27061,159633,141300,11267.0,20.0,171.0,11253.0,32.0,138.0,45348.0,48872.0
259,37093,159817,170667,5001.0,17.0,107.0,4990.0,20.0,138.0,32845.0,35411.0
260,45003,159983,174167,30922.0,178.0,1499.0,31007.0,250.0,1493.0,44503.0,47118.0
261,48231,160017,176067,28613.0,77.0,635.0,29209.0,62.0,493.0,40177.0,42819.0
262,41045,160142,170433,11044.0,82.0,673.0,10952.0,72.0,634.0,33562.0,37964.0
263,19061,160292,167600,57973.0,110.0,949.0,57904.0,231.0,1165.0,51329.0,54751.0
264,47031,160525,169367,19468.0,143.0,638.0,19664.0,139.0,527.0,40850.0,42990.0
266,51193,160567,178050,3593.0,11.0,48.0,3628.0,17.0,56.0,45092.0,48577.0
267,27035,160592,159900,13449.0,63.0,461.0,13417.0,70.0,489.0,46053.0,49092.0
269,39085,160767,165267,47289.0,63.0,703.0,47275.0,63.0,616.0,52811.0,56085.0
271,40113,161017,159300,8041.0,12.0,196.0,8135.0,22.0,206.0,36438.0,38588.0
272,27097,161208,156000,8669.0,7.0,199.0,8682.0,19.0,216.0,42293.0,47610.0
274,13217,161317,172233,2337.0,2.0,11.0,14330.0,73.0,502.0,34829.0,38256.0
275,48441,161708,164700,123665.0,458.0,3112.0,124061.0,514.0,2649.0,48691.0,52429.0
276,47011,161758,179267,45453.0,464.0,2403.0,45994.0,454.0,2312.0,40232.0,42546.0
277,26091,161867,172200,20334.0,140.0,477.0,20540.0,140.0,443.0,40866.0,44821.0
278,55017,162008,167667,14237.0,50.0,180.0,14437.0,22.0,126.0,47360.0,50639.0
279,31079,162175,169000,51821.0,236.0,1323.0,51547.0,216.0,1258.0,44457.0,47793.0
281,22079,163242,160800,46630.0,732.0,4180.0,45986.0,850.0,3317.0,46666.0,50226.0
284,16011,163442,172833,11938.0,42.0,253.0,12036.0,40.0,266.0,37758.0,42541.0
285,22105,163450,187067,7478.0,78.0,523.0,1908.0,14.0,71.0,38963.0,41792.0
286,18037,163575,174833,15629.0,48.0,189.0,15790.0,51.0,100.0,56927.0,59524.0
287,55111,163625,182433,12151.0,28.0,345.0,9549.0,9.0,120.0,53842.0,55166.0
289,23001,164517,167633,35865.0,107.0,716.0,36186.0,97.0,639.0,42698.0,46357.0
290,39063,164667,162167,41350.0,106.0,902.0,41237.0,65.0,777.0,50556.0,54386.0
291,21079,164700,138733,3862.0,8.0,82.0,3873.0,10.0,120.0,35501.0,38822.0
293,40027,164908,163700,125076.0,335.0,3267.0,126480.0,366.0,3261.0,46488.0,48042.0
294,53039,165050,178400,3508.0,9.0,145.0,3516.0,7.0,99.0,47985.0,51973.0
296,37049,165792,175033,30187.0,125.0,999.0,30047.0,190.0,930.0,45308.0,48832.0
298,55033,165950,177700,16573.0,36.0,280.0,16582.0,74.0,300.0,41212.0,44626.0
299,9003,166283,170433,122245.0,1049.0,3424.0,121749.0,1208.0,3787.0,64545.0,67938.0
300,45057,166542,186900,1612.0,6.0,76.0,1616.0,2.0,78.0,50584.0,52999.0
303,18097,167925,180033,49432.0,178.0,1087.0,890672.0,7755.0,31796.0,56383.0,59264.0
305,29031,168567,195167,40077.0,233.0,1432.0,40845.0,362.0,1204.0,45469.0,47386.0
306,47141,168817,182300,34373.0,121.0,1047.0,4584.0,8.0,97.0,40731.0,42722.0
307,28059,168942,174533,21610.0,56.0,1241.0,21633.0,65.0,1196.0,38663.0,41575.0
308,31119,168983,178167,24698.0,32.0,381.0,24467.0,29.0,318.0,51413.0,55104.0
310,37113,169208,178300,974.0,4.0,69.0,988.0,2.0,55.0,41654.0,44564.0
313,36093,170292,176700,65504.0,528.0,1770.0,65176.0,468.0,1622.0,54310.0,58210.0
314,36001,170325,174900,97221.0,736.0,2919.0,96318.0,869.0,2650.0,61876.0,66632.0
315,45073,170375,173533,8525.0,50.0,222.0,8581.0,85.0,233.0,45471.0,47511.0
316,29101,170400,189333,20435.0,60.0,616.0,20591.0,58.0,558.0,37654.0,40207.0
317,37011,170592,128400,1101.0,5.0,11.0,1160.0,0.0,7.0,36896.0,39437.0
319,29213,170950,194633,11688.0,73.0,1173.0,11745.0,80.0,934.0,37146.0,38859.0
320,47053,171033,193733,8165.0,63.0,272.0,8116.0,62.0,217.0,39528.0,41846.0
322,47125,171417,185533,159996.0,926.0,4467.0,161167.0,983.0,3615.0,43499.0,45871.0
324,5125,171567,163900,37161.0,212.0,1328.0,37542.0,215.0,1241.0,43233.0,45692.0
326,16075,171658,193400,7535.0,23.0,122.0,7753.0,28.0,139.0,41274.0,44312.0
327,37191,172117,189167,34085.0,267.0,1985.0,34051.0,397.0,1709.0,40116.0,42882.0
328,25003,172342,188300,42268.0,300.0,796.0,41865.0,341.0,664.0,57300.0,61872.0
329,37147,172400,176400,94193.0,437.0,2837.0,94372.0,415.0,2481.0,42882.0,45169.0
330,17201,172650,187833,145719.0,1711.0,4848.0,144795.0,2101.0,4104.0,43972.0,47404.0
331,55029,173117,189633,8937.0,4.0,93.0,8913.0,6.0,65.0,63882.0,66516.0
332,55055,173325,186933,23596.0,47.0,241.0,23437.0,52.0,181.0,47176.0,49591.0
334,39043,173658,203733,24572.0,74.0,925.0,24422.0,38.0,722.0,55748.0,56732.0
335,13015,173742,202800,4953.0,7.0,83.0,21995.0,74.0,414.0,39755.0,42734.0
337,55139,173850,186367,66797.0,190.0,1067.0,67080.0,187.0,1239.0,48943.0,50840.0
338,40119,173858,195833,51008.0,160.0,1086.0,50831.0,146.0,1248.0,39113.0,40487.0
341,12053,174825,197333,8373.0,50.0,332.0,8663.0,41.0,236.0,38612.0,41385.0
342,55035,174875,191633,69195.0,191.0,1634.0,69086.0,191.0,1927.0,49728.0,52141.0
343,21113,175442,167100,31188.0,47.0,758.0,31191.0,67.0,852.0,46769.0,49406.0
344,4027,175575,178400,98769.0,376.0,2302.0,99096.0,498.0,1927.0,35065.0,40800.0
345,37035,175642,176150,41040.0,165.0,1793.0,41300.0,223.0,1718.0,46184.0,49193.0
347,13097,175850,185000,34609.0,182.0,2013.0,34409.0,195.0,1792.0,36772.0,40264.0
348,21151,176442,189850,36458.0,75.0,804.0,36691.0,67.0,950.0,35969.0,39093.0
349,47179,176642,199900,67197.0,286.0,2390.0,67293.0,296.0,2717.0,45216.0,47940.0
350,21227,176692,187650,69627.0,203.0,3250.0,71861.0,247.0,3195.0,38153.0,40705.0
352,21037,176983,228133,16386.0,5.0,84.0,16273.0,6.0,88.0,50368.0,53445.0
354,48469,177125,183300,67581.0,347.0,1974.0,67407.0,311.0,1823.0,52632.0,53881.0
357,22063,177908,181300,6296.0,33.0,328.0,1201.0,1.0,13.0,43122.0,45620.0
358,26077,178592,195533,76827.0,949.0,3578.0,76411.0,1094.0,3670.0,49305.0,52403.0
360,13045,178908,192650,1826.0,6.0,7.0,16296.0,46.0,390.0,39725.0,42058.0
362,19113,180275,173100,134007.0,345.0,4470.0,134330.0,432.0,4254.0,53578.0,56592.0
364,27041,180558,200233,13914.0,29.0,385.0,13978.0,53.0,411.0,52139.0,56039.0
366,33005,180700,192567,22999.0,42.0,488.0,22707.0,38.0,395.0,53190.0,56088.0
367,22057,180892,198433,14587.0,81.0,515.0,14418.0,70.0,602.0,45884.0,48741.0
368,48181,181200,183033,43002.0,179.0,1122.0,44611.0,197.0,1095.0,44585.0,47045.0
369,21067,181267,196867,326070.0,967.0,9776.0,325851.0,1043.0,9357.0,51983.0,54824.0
370,27085,181267,169600,13960.0,31.0,236.0,13966.0,20.0,209.0,49640.0,54149.0
372,27147,181417,184900,25792.0,27.0,403.0,25720.0,47.0,398.0,47429.0,51703.0
373,22019,181475,182850,78733.0,413.0,2907.0,79077.0,409.0,2511.0,49562.0,50994.0
374,9007,182050,217000,45963.0,38.0,613.0,46106.0,38.0,597.0,68361.0,71291.0
375,13241,182342,210850,370.0,0.0,4.0,378.0,0.0,7.0,41317.0,44160.0
376,27137,183017,185050,85846.0,292.0,3670.0,85555.0,257.0,3224.0,48216.0,50986.0
377,45083,183433,192100,37754.0,448.0,2450.0,37469.0,536.0,2286.0,44151.0,46543.0
379,39025,183592,197250,6880.0,12.0,134.0,6872.0,11.0,172.0,57571.0,60535.0
380,12073,183792,193567,195104.0,1359.0,7763.0,196012.0,1516.0,5786.0,46126.0,48850.0
384,39099,184992,173333,10148.0,18.0,152.0,34688.0,64.0,542.0,44315.0,47729.0
386,48213,185367,207667,12807.0,47.0,283.0,12757.0,36.0,224.0,41161.0,43356.0
387,27049,185375,171700,16408.0,38.0,426.0,16304.0,41.0,489.0,54722.0,58303.0
389,29113,185650,199800,3298.0,4.0,48.0,718.0,0.0,0.0,41183.0,44032.0
391,4003,185983,197000,44310.0,116.0,987.0,42800.0,82.0,888.0,40546.0,45786.0
392,20173,186083,199250,390080.0,4451.0,20759.0,25229.0,29.0,472.0,54385.0,56550.0
393,31055,186467,196200,470481.0,2883.0,17144.0,480297.0,3032.0,15247.0,63072.0,65737.0
394,41035,186750,221500,22447.0,105.0,741.0,22693.0,135.0,670.0,40457.0,44513.0
395,29043,186975,218233,22235.0,29.0,209.0,22924.0,27.0,198.0,41755.0,43602.0
396,5015,187217,191100,5547.0,25.0,193.0,5577.0,12.0,145.0,32925.0,34692.0
398,18003,187558,225000,269366.0,974.0,7437.0,272270.0,1124.0,6117.0,47828.0,50327.0
399,47043,187842,190433,15703.0,112.0,672.0,15680.0,133.0,560.0,42900.0,44476.0
400,39151,188342,213200,70139.0,981.0,3712.0,70124.0,1002.0,3411.0,46384.0,49592.0
402,55127,189800,211467,14997.0,31.0,159.0,14952.0,37.0,146.0,51156.0,53546.0
403,21117,189925,194100,40350.0,188.0,1175.0,40324.0,154.0,1049.0,58917.0,62500.0
405,28121,190400,190167,24426.0,26.0,269.0,24545.0,24.0,179.0,45632.0,48295.0
406,21211,190550,208967,16531.0,21.0,294.0,16863.0,16.0,302.0,46655.0,50602.0
407,29019,190658,191433,125017.0,401.0,3243.0,124829.0,552.0,3326.0,49114.0,51330.0
408,13223,191008,206850,382.0,0.0,0.0,14280.0,37.0,194.0,39309.0,42595.0
411,47021,191500,218750,4708.0,12.0,264.0,4874.0,10.0,38.0,46759.0,48180.0
412,16039,192108,221550,14476.0,54.0,229.0,14597.0,52.0,90.0,39539.0,42033.0
