RegionName,StateName,CountyID,AverageSalesPrice2019  ,AverageSalesPrice2020
"La Vergne, TN",Tennessee,47149,204158,224300
"Tavares, FL",Florida,12069,204342,217833
"Elgin, IL",Illinois,17089,204450,198367
"Mary Esther, FL",Florida,12091,204483,218100
"Hummelstown, PA",Pennsylvania,42043,204667,212067
"Albuquerque, NM",New Mexico,35001,204833,219050
"Seffner, FL",Florida,12057,204842,212767
"Waterville, OH",Ohio,39095,204958,240567
"Agawam, MA",Massachusetts,25013,204983,211300
"Coatesville, PA",Pennsylvania,42029,204992,222933
"Snellville, GA",Georgia,13135,205008,214900
"Yucca Valley, CA",California,6071,205042,206650
"Santa Fe, TX",Texas,48167,205133,212700
"Middletown, NY",New York,36071,205242,218400
"Knightdale, NC",North Carolina,37183,205517,221733
"Cortez, CO",Colorado,8083,205558,182367
"Flossmoor, IL",Illinois,17031,205600,188633
"Imperial, MO",Missouri,29099,205675,230500
"McDonough, GA",Georgia,13151,205717,209800
"Fowlerville, MI",Michigan,26093,205750,227533
"Ansonia, CT",Connecticut,9009,205858,219200
"Newport, NC",North Carolina,37031,205933,186533
"Newcastle, OK",Oklahoma,40087,205942,227600
"Strasburg, VA",Virginia,51171,205958,210800
"Monee, IL",Illinois,17197,206425,212533
"El Mirage, AZ",Arizona,4013,206467,215850
"Fort Myers, FL",Florida,12071,206542,222850
"Fort Walton Beach, FL",Florida,12091,206658,221467
"Sellersburg, IN",Indiana,18019,206808,212133
"Deer Park, TX",Texas,48201,206917,209300
"Coos Bay, OR",Oregon,41011,206958,200167
"Monroe, OH",Ohio,39017,207067,213600
"Maricopa, AZ",Arizona,4021,207142,219300
"Syracuse, IN",Indiana,18085,207192,223333
"Grand Haven, MI",Michigan,26139,207642,222950
"Elkton, MD",Maryland,24015,207658,218633
"Shasta Lake, CA",California,6089,207850,219900
"Cape Canaveral, FL",Florida,12009,207892,224200
"Joshua Tree, CA",California,6071,208133,202900
"Saginaw, TX",Texas,48439,208150,225400
"New Orleans, LA",Louisiana,22071,208167,249267
"Gonzales, LA",Louisiana,22005,208242,200467
"Frankenmuth, MI",Michigan,26145,208300,171450
"Bartlett, TN",Tennessee,47157,208325,221133
"Louisa, VA",Virginia,51109,208350,255300
"Sanford, FL",Florida,12117,208517,220400
"Grand Forks, ND",North Dakota,38035,208550,201050
"Harker Heights, TX",Texas,48027,208558,208800
"Lake Worth, FL",Florida,12099,208583,216700
"West Springfield, MA",Massachusetts,25013,208583,201133
"Green Cove Springs, FL",Florida,12019,208608,221800
"West Palm Beach, FL",Florida,12099,208683,227650
"Lockport, IL",Illinois,17197,208817,205500
"Ogden, UT",Utah,49057,208842,227033
"Milford, DE",Delaware,10005,208892,248433
"Houston, TX",Texas,48201,208925,221500
"Falling Waters, WV",West Virginia,54003,209117,215200
"Cambridge, MN",Minnesota,27059,209133,209900
"Providence, RI",Rhode Island,44007,209200,249833
"Azle, TX",Texas,48439,209558,234000
"Indian Head, MD",Maryland,24017,209858,237667
"Manor, TX",Texas,48453,209867,214467
"Berwyn, IL",Illinois,17031,210042,230800
"Lindenhurst, IL",Illinois,17097,210175,210400
"Shallotte, NC",North Carolina,37019,210375,206967
"Lenoir City, TN",Tennessee,47105,210408,210000
"Warrenville, IL",Illinois,17043,210425,217033
"Lawrence, KS",Kansas,20045,210533,228067
"Sweet Home, OR",Oregon,41043,210567,234200
"Pinewood, FL",Florida,12086,210633,204700
"Greenwood, MO",Missouri,29095,210925,220133
"Rapid City, SD",South Dakota,46103,210975,219467
"Oakland Park, FL",Florida,12011,210992,239200
"Brandon, FL",Florida,12057,211125,226100
"Krum, TX",Texas,48121,211175,212267
"Golden Glades, FL",Florida,12086,211208,249100
"Pompano Beach, FL",Florida,12011,211342,219100
"Franklinton, NC",North Carolina,37069,211433,227967
"Atoka, TN",Tennessee,47167,211717,214267
"Lansing, KS",Kansas,20103,211875,220933
"Ruskin, FL",Florida,12057,211925,223033
"Laconia, NH",New Hampshire,33001,212058,218233
"Twin Falls, ID",Idaho,16083,212108,201100
"Brooklyn Center, MN",Minnesota,27053,212458,216500
"Melbourne, FL",Florida,12009,212558,240567
"Antioch, IL",Illinois,17097,212558,236700
"Spring, TX",Texas,48201,212658,222000
"Hurricane, WV",West Virginia,54079,212917,217933
"Lecanto, FL",Florida,12017,213017,210800
"Sunset Beach, NC",North Carolina,37019,213050,244833
"Belton, TX",Texas,48027,213117,241400
"Concord, MO",Missouri,29189,213125,222800
"Coral Hills, MD",Maryland,24033,213167,234433
"Millersville, TN",Tennessee,47165,213200,269433
"Seguin, TX",Texas,48187,213233,219350
"Merriam, KS",Kansas,20091,213250,220833
"Fitchburg, MA",Massachusetts,25027,213292,218800
"Atascocita, TX",Texas,48201,213325,218533
"Roseburg, OR",Oregon,41019,213358,230500
"Grayslake, IL",Illinois,17097,213450,224367
"Rolling Meadows, IL",Illinois,17031,213500,190967
"Apache Junction, AZ",Arizona,4021,213625,229600
"Sussex, NJ",New Jersey,34037,213642,231600
"Pooler, GA",Georgia,13051,213725,216267
"Grain Valley, MO",Missouri,29095,213750,204533
"Oakland, TN",Tennessee,47047,213800,210000
"Berlin, NJ",New Jersey,34007,213817,207333
"Norwalk, IA",Iowa,19181,213850,218000
"Powder Springs, GA",Georgia,13067,213883,227150
"Glenn Heights, TX",Texas,48113,213883,213633
"Rochester, NH",New Hampshire,33017,213917,217500
"Sunrise, FL",Florida,12011,214033,194200
"Palmyra, VA",Virginia,51065,214383,217667
"Rogers, AR",Arkansas,5007,214417,241250
"Gainesville, GA",Georgia,13139,214508,236600
"Burleson, TX",Texas,48251,214558,221900
"Liberty, MO",Missouri,29047,214567,224100
"Pella, IA",Iowa,19125,214592,194267
"Concord, NC",North Carolina,37025,214617,223700
"Emmaus, PA",Pennsylvania,42077,214617,220333
"Kyle, TX",Texas,48209,214658,221567
"Minooka, IL",Illinois,17063,214850,234733
"Avon, IN",Indiana,18063,214983,241200
"Pleasant Hill, IA",Iowa,19153,215050,200733
"Princeton, TX",Texas,48085,215100,226567
"Sebastian, FL",Florida,12061,215192,230350
"Farmington, MI",Michigan,26125,215250,222100
"Stanhope, NJ",New Jersey,34037,215267,252567
"Greer, SC",South Carolina,45045,215283,221850
"Lake in the Hills, IL",Illinois,17111,215292,225767
"Arlington, TX",Texas,48439,215333,230550
"Newnan, GA",Georgia,13077,215350,239867
"Lake Park, FL",Florida,12099,215392,241950
"Maryville, IL",Illinois,17119,215417,164500
"Franklin Park, IL",Illinois,17031,215467,208767
"Casselberry, FL",Florida,12117,215558,230533
"Fayetteville, AR",Arkansas,5143,215633,221167
"Columbia Heights, MN",Minnesota,27003,215767,235450
"Holland, OH",Ohio,39095,215833,212600
"Zeeland, MI",Michigan,26139,215858,227833
"Dayton, TX",Texas,48291,216033,251767
"Chardon, OH",Ohio,39055,216125,251900
"Pawtucket, RI",Rhode Island,44007,216192,237967
"Bixby, OK",Oklahoma,40143,216425,225850
"Noblesville, IN",Indiana,18057,216533,233500
"Mableton, GA",Georgia,13067,216575,226100
"Tulare, CA",California,6107,216600,225500
"Helena, AL",Alabama,1117,216633,241733
"Sevierville, TN",Tennessee,47155,216683,229767
"Olive Branch, MS",Mississippi,28033,217025,227800
"Jenks, OK",Oklahoma,40143,217208,208500
"Cedar Hill, TX",Texas,48113,217283,234333
"Front Royal, VA",Virginia,51187,217433,220667
"Fenton, MO",Missouri,29189,217458,222900
"Caldwell, ID",Idaho,16027,217608,238700
"Chapel Hill, TN",Tennessee,47117,217775,220200
"Willis, TX",Texas,48339,217792,234750
"Murrells Inlet, SC",South Carolina,45043,217808,226550
"Pace, FL",Florida,12113,217883,230700
"Isanti, MN",Minnesota,27059,217958,227133
"West Lafayette, IN",Indiana,18157,218000,209333
"Loganville, GA",Georgia,13297,218017,232700
"Felton, DE",Delaware,10001,218183,196050
"Lewiston, ID",Idaho,16069,218283,242133
"Selma, CA",California,6019,218367,225733
"Lebanon, OH",Ohio,39165,218592,251000
"Brunswick, MD",Maryland,24021,218608,203533
"Perryville, MD",Maryland,24015,218650,215933
"Ames, IA",Iowa,19169,218758,233300
"Desoto, TX",Texas,48113,218808,228067
"Fort Worth, TX",Texas,48439,218975,226250
"Springville, AL",Alabama,1115,219075,224467
"Hopatcong, NJ",New Jersey,34037,219075,250767
"Bolingbrook, IL",Illinois,17197,219200,231267
"Royse City, TX",Texas,48397,219392,215300
"Delano, CA",California,6029,219508,232100
"Desert Hot Springs, CA",California,6065,219642,235933
"Brenham, TX",Texas,48477,219650,205833
"Hernando, MS",Mississippi,28033,219775,232333
"Princeton, MN",Minnesota,27095,219850,227667
"Englewood, FL",Florida,12115,219925,226950
"Anna, TX",Texas,48085,219992,220450
"Ammon, ID",Idaho,16019,220108,260800
"Benbrook, TX",Texas,48439,220167,236333
"Ypsilanti, MI",Michigan,26161,220175,230300
"Crestwood, MO",Missouri,29189,220192,215600
"Green River, WY",Wyoming,56037,220250,232067
"Lake Villa, IL",Illinois,17097,220467,228000
"Berkley, MI",Michigan,26125,220642,239800
"Temple Hills, MD",Maryland,24033,220708,268367
"North Myrtle Beach, SC",South Carolina,45051,220742,230300
"Brownsburg, IN",Indiana,18063,220900,219900
"Vero Beach, FL",Florida,12061,220933,241550
"McCordsville, IN",Indiana,18059,220975,241533
"Waynesville, NC",North Carolina,37087,221050,227633
"Spring Grove, IL",Illinois,17111,221108,252367
"Morrow, OH",Ohio,39165,221233,225767
"North Liberty, IA",Iowa,19103,221275,226450
"San Tan Valley, AZ",Arizona,4021,221350,241850
"Lawrenceville, GA",Georgia,13135,221392,234400
"Palm Coast, FL",Florida,12035,221492,227750
"Rocky River, OH",Ohio,39035,221617,263933
"Medina, OH",Ohio,39103,221642,246300
"Mebane, NC",North Carolina,37001,221742,220267
"Riviera Beach, FL",Florida,12099,221875,274533
"Crown Point, IN",Indiana,18089,221933,226500
"Davenport, FL",Florida,12105,221958,236267
"Villa Park, IL",Illinois,17043,221967,233133
"Jenison, MI",Michigan,26139,222133,223133
"Madison, AL",Alabama,1089,222150,226900
"Nashville, IN",Indiana,18013,222167,202367
"Jefferson, GA",Georgia,13157,222233,235467
"Logan, UT",Utah,49005,222367,253500
"Jasper, GA",Georgia,13227,222500,243400
"West Des Moines, IA",Iowa,19153,222517,233600
"Crestline, CA",California,6071,222517,231600
"Clemmons, NC",North Carolina,37067,222692,236333
"Odessa, TX",Texas,48135,222883,226250
"Grandville, MI",Michigan,26081,222950,216000
"Valparaiso, IN",Indiana,18127,223008,231467
"Mundelein, IL",Illinois,17097,223042,237733
"Washington Terrace, UT",Utah,49057,223092,239500
"Newton, NJ",New Jersey,34037,223117,253200
"Riverview, FL",Florida,12057,223358,229833
"Mechanicsburg, PA",Pennsylvania,42041,223383,230000
"Gatlinburg, TN",Tennessee,47155,223558,277833
"Bradenton, FL",Florida,12081,223667,238150
"Grand Prairie, TX",Texas,48113,223675,236650
"Garner, NC",North Carolina,37183,223808,242867
"Seven Lakes, NC",North Carolina,37125,223817,234433
"Moses Lake, WA",Washington,53025,223833,261600
"Covington, LA",Louisiana,22103,223850,240833
"Country Club, FL",Florida,12086,223850,250267
"Fenton, MI",Michigan,26049,223892,235250
"Prospect Heights, IL",Illinois,17031,223942,233233
"Sanger, TX",Texas,48121,223975,213067
"Justin, TX",Texas,48121,224058,234733
"Whitestown, IN",Indiana,18011,224058,224200
"Weatherford, TX",Texas,48367,224092,218150
"Gahanna, OH",Ohio,39049,224142,245600
"Mission, KS",Kansas,20091,224183,256200
"Hurst, TX",Texas,48439,224283,249967
"Cape May Court House, NJ",New Jersey,34009,224283,224150
"Sahuarita, AZ",Arizona,4019,224342,222233
"Beaufort, SC",South Carolina,45013,224392,240433
"Smyrna, DE",Delaware,10001,224433,258067
"Glen Carbon, IL",Illinois,17119,224442,203900
"Spokane, WA",Washington,53063,224608,254933
"Moncks Corner, SC",South Carolina,45015,224642,231633
"Brigham City, UT",Utah,49003,224642,250833
"Twin Lakes, WI",Wisconsin,55059,224658,240900
"Hermiston, OR",Oregon,41059,224683,251067
"Pataskala, OH",Ohio,39089,224742,205167
"Belmont, NC",North Carolina,37071,224758,257033
"Mandan, ND",North Dakota,38059,224767,195650
"Yulee, FL",Florida,12089,224783,242900
"Hastings, MN",Minnesota,27037,224875,252450
"Munster, IN",Indiana,18089,224883,235633
"North Branch, MN",Minnesota,27025,224950,239133
"Westfield, MA",Massachusetts,25013,225342,247333
"Buckeye, AZ",Arizona,4013,225733,243233
"Perrysburg, OH",Ohio,39173,225775,245733
"Pingree Grove, IL",Illinois,17089,225817,233700
"Luling, LA",Louisiana,22089,225850,259567
"Gulfport, FL",Florida,12103,225975,253400
"South Elgin, IL",Illinois,17089,225983,228067
"Onalaska, WI",Wisconsin,55063,226117,263667
"York, SC",South Carolina,45091,226175,210100
"Hayward, WI",Wisconsin,55113,226433,234300
"Oakdale, MN",Minnesota,27163,226500,238367
"Chubbuck, ID",Idaho,16005,226542,233100
"Summerville, SC",South Carolina,45035,226617,237000
"Crystal, MN",Minnesota,27053,226717,245467
"Hutto, TX",Texas,48491,226808,235050
"Grosse Pointe Woods, MI",Michigan,26163,226858,263467
"Crystal Lake, IL",Illinois,17111,226867,229733
"Brawley, CA",California,6025,226908,216400
"Newark, DE",Delaware,10003,226958,230150
"Goulds, FL",Florida,12086,226992,254700
"Greenbrier, TN",Tennessee,47147,227017,227633
"Clayton, NC",North Carolina,37101,227075,231700
"Tuttle, OK",Oklahoma,40051,227350,228300
"Schererville, IN",Indiana,18089,227408,217600
"Schertz, TX",Texas,48187,227825,239067
"Bellevue, WI",Wisconsin,55009,227833,230167
"Miami Gardens, FL",Florida,12086,228058,234750
"Adelanto, CA",California,6071,228117,235167
"Waukesha, WI",Wisconsin,55133,228125,232200
"Concord, NH",New Hampshire,33013,228217,238267
"Linden, MI",Michigan,26049,228225,234833
"Pahrump, NV",Nevada,32023,228275,251833
"Lilburn, GA",Georgia,13135,228383,238100
"Calexico, CA",California,6025,228417,259950
"Denver, PA",Pennsylvania,42071,228442,238450
"Forney, TX",Texas,48257,228475,237550
"Leland, NC",North Carolina,37019,228583,258133
"Rochester, MN",Minnesota,27109,228633,243400
"Pigeon Forge, TN",Tennessee,47155,228808,276200
"Windcrest, TX",Texas,48029,228900,266367
"Stratmoor, CO",Colorado,8041,228975,232533
"Red Oak, TX",Texas,48139,229000,230633
"Allendale, MI",Michigan,26139,229150,253200
"Parachute, CO",Colorado,8045,229175,256833
"Shafter, CA",California,6029,229258,254033
"Nampa, ID",Idaho,16027,229283,251333
"North Miami Beach, FL",Florida,12086,229392,210550
"Gardner, KS",Kansas,20091,229433,234267
"Kissimmee, FL",Florida,12097,229442,243600
"Rock Springs, WY",Wyoming,56037,229458,205600
"San Marcos, TX",Texas,48209,229517,229300
"Dinuba, CA",California,6107,229567,210667
"Levittown, PA",Pennsylvania,42017,229575,243467
"Glendale, AZ",Arizona,4013,229633,249400
"Millsboro, DE",Delaware,10005,229717,228200
"Williamsburg, FL",Florida,12095,229783,244600
"West Park, FL",Florida,12011,229900,230900
"Exeter, CA",California,6107,230033,255067
"Running Springs, CA",California,6071,230108,228033
"Durham, NC",North Carolina,37063,230167,249800
"Piedmont, OK",Oklahoma,40017,230533,258267
"New Bedford, MA",Massachusetts,25005,230592,243200
"Avondale, AZ",Arizona,4013,230600,243950
"Tucker, GA",Georgia,13089,230675,231433
"Smithsburg, MD",Maryland,24043,230708,246533
"Cape Coral, FL",Florida,12071,230850,239800
"Oakville, MO",Missouri,29189,230958,257667
"Tomball, TX",Texas,48201,231183,243400
"Monticello, MN",Minnesota,27171,231192,235633
"Murrysville, PA",Pennsylvania,42129,231258,232200
"Debary, FL",Florida,12127,231367,260167
"Carney, MD",Maryland,24005,231383,241167
"Fall River, MA",Massachusetts,25005,231475,254567
"Marysville, OH",Ohio,39159,231483,246667
"Tampa, FL",Florida,12057,231542,267250
"Galveston, TX",Texas,48167,231600,266800
"Lusby, MD",Maryland,24009,231600,251400
"Stuart, FL",Florida,12085,231608,251250
"Port Orange, FL",Florida,12127,231667,243233
"Anoka, MN",Minnesota,27003,231683,238300
"Macedonia, OH",Ohio,39153,231700,203033
"Coon Rapids, MN",Minnesota,27003,231733,239767
"Conroe, TX",Texas,48339,231742,236450
"Maggie Valley, NC",North Carolina,37087,232117,222167
"Waxahachie, TX",Texas,48139,232225,252000
"Lake Dallas, TX",Texas,48121,232275,248133
"New Richmond, WI",Wisconsin,55109,232292,230300
"Bath, MI",Michigan,26037,232300,223000
"Manchester, NH",New Hampshire,33011,232325,247667
"Phoenix, AZ",Arizona,4013,232350,252650
"Smyrna, TN",Tennessee,47149,232375,251967
"Cary, IL",Illinois,17111,232375,226600
"Wilmington, NC",North Carolina,37129,232408,248500
"Robbinsdale, MN",Minnesota,27053,232625,247767
"Groveland, FL",Florida,12069,233333,239967
"Avon Lake, OH",Ohio,39093,233450,240200
"Simpsonville, SC",South Carolina,45045,233525,251100
"North Bend, OR",Oregon,41011,233542,246967
"Charlotte, NC",North Carolina,37119,233558,259450
"Dawsonville, GA",Georgia,13085,233783,239250
"Seminole, FL",Florida,12103,233950,265600
"Cibolo, TX",Texas,48187,234267,239567
"Georgetown, IN",Indiana,18043,234400,262633
"North East, MD",Maryland,24015,234425,241867
"Palmetto, FL",Florida,12081,234458,239933
"Dania Beach, FL",Florida,12011,234683,235350
"District Heights, MD",Maryland,24033,234758,248367
"Caledonia, WI",Wisconsin,55101,234808,229733
"Winchester, VA",Virginia,51840,234858,261600
"Delaware, OH",Ohio,39041,234917,247733
"Kelso, WA",Washington,53015,234975,260300
"Macungie, PA",Pennsylvania,42077,235275,238500
"Stoughton, WI",Wisconsin,55025,235308,244300
"Suffolk, VA",Virginia,51800,235317,258550
"Yakima, WA",Washington,53077,235567,276000
"Mounds View, MN",Minnesota,27123,235592,267967
"Shorewood, IL",Illinois,17197,235683,238900
"Urbandale, IA",Iowa,19153,235758,249800
"Lowell, MI",Michigan,26081,235758,264200
"Largo, MD",Maryland,24033,235783,258967
"Advance, NC",North Carolina,37059,235858,232400
"Altoona, IA",Iowa,19153,235892,229000
"Collingswood, NJ",New Jersey,34007,235892,245567
"Hanford, CA",California,6031,235950,251150
"Channahon, IL",Illinois,17197,236317,245200
"Edmond, OK",Oklahoma,40109,236383,238900
"Hugo, MN",Minnesota,27163,236475,232800
"Fallon, NV",Nevada,32001,236525,233350
"Yorkville, IL",Illinois,17093,236592,225333
"Ormond Beach, FL",Florida,12127,236600,232650
"Blythewood, SC",South Carolina,45079,236742,245600
"Pinehurst, NC",North Carolina,37125,236833,261333
"Fridley, MN",Minnesota,27003,236967,244933
"Smithville, MO",Missouri,29047,237150,237833
"Centralia, WA",Washington,53041,237192,260450
"Addison, IL",Illinois,17043,237392,230067
"Manchester, MO",Missouri,29189,237567,262100
"Royal Oak, MI",Michigan,26125,237633,246333
"Lincoln, MI",Michigan,26001,237633,275033
"Bensenville, IL",Illinois,17043,237650,223900
"Hebron, KY",Kentucky,21015,237750,229833
"Kerrville, TX",Texas,48265,237925,249600
"Kendall West, FL",Florida,12086,237950,221000
"Dickinson, ND",North Dakota,38089,238033,269900
"Paterson, NJ",New Jersey,34031,238042,271850
"West Melbourne, FL",Florida,12009,238325,267033
"Havre de Grace, MD",Maryland,24025,238392,295000
"Whitmore Lake, MI",Michigan,26161,238433,276700
"Wentzville, MO",Missouri,29183,238500,246867
"Lebanon, OR",Oregon,41043,238567,257667
"Bay Village, OH",Ohio,39035,238592,259267
"New Baltimore, MI",Michigan,26099,238725,242900
"Anderson, CA",California,6089,238933,227750
"Hanahan, SC",South Carolina,45015,239058,249700
"Springtown, TX",Texas,48367,239183,301300
"Mahomet, IL",Illinois,17019,239417,228400
"Acworth, GA",Georgia,13067,239475,260950
"Chelsea, AL",Alabama,1117,239475,246350
"Algonquin, IL",Illinois,17111,239592,248367
"Dyer, IN",Indiana,18089,239967,244167
"Carol Stream, IL",Illinois,17043,240100,231900
"White City, OR",Oregon,41029,240283,250133
"Randallstown, MD",Maryland,24005,240333,250433
"Elmwood Park, IL",Illinois,17031,240375,212867
"Big Bear City, CA",California,6071,240425,240267
"Rexburg, ID",Idaho,16065,240608,247233
"Kennesaw, GA",Georgia,13067,240742,251700
"Eatonton, GA",Georgia,13237,240775,277350
"Worcester, MA",Massachusetts,25027,240783,257650
"Harpers Ferry, WV",West Virginia,54037,240800,220100
"Brookfield, IL",Illinois,17031,240858,260333
"Bastrop, TX",Texas,48021,240908,245400
"Hilliard, OH",Ohio,39049,241200,239233
"Callahan, FL",Florida,12089,241300,215650
"Prairieville, LA",Louisiana,22005,241325,259333
"Big Lake, MN",Minnesota,27141,241350,237650
"New Palestine, IN",Indiana,18059,241367,265233
"Plainfield, NJ",New Jersey,34039,241475,279533
"Dillsburg, PA",Pennsylvania,42133,241533,228233
"Canonsburg, PA",Pennsylvania,42125,241608,228667
"West Fargo, ND",North Dakota,38017,241667,213000
"Lebanon, NH",New Hampshire,33009,241850,298000
"Sun City West, AZ",Arizona,4013,241925,253700
"Newark, NJ",New Jersey,34013,242125,252100
"Lexington Park, MD",Maryland,24037,242133,250767
"Chowchilla, CA",California,6039,242292,203533
"Hackettstown, NJ",New Jersey,34041,242392,285333
"Ankeny, IA",Iowa,19153,242400,252767
"Mims, FL",Florida,12009,242533,203000
"Corona de Tucson, AZ",Arizona,4019,242533,257933
"Cottonwood, AZ",Arizona,4025,242567,237067
"Missouri City, TX",Texas,48157,242583,250267
"Roselle, IL",Illinois,17043,242675,225267
"Orlando, FL",Florida,12095,242783,262933
"Bon Air, VA",Virginia,51041,242833,247633
"Metairie, LA",Louisiana,22051,243058,250033
"Lombard, IL",Illinois,17043,243192,256767
"North Aurora, IL",Illinois,17089,243258,227167
"South Ogden, UT",Utah,49057,243417,249300
"Boynton Beach, FL",Florida,12099,243425,258350
"Charles Town, WV",West Virginia,54037,243733,303333
"Westchester, IL",Illinois,17031,243975,256833
"Emmett, ID",Idaho,16045,243975,268133
"Hoffman Estates, IL",Illinois,17031,244092,275200
"Taneytown, MD",Maryland,24013,244158,251300
"Loveland, OH",Ohio,39061,244225,251750
"Crescent City, CA",California,6015,244233,257150
"Reedley, CA",California,6019,244242,298400
"Euless, TX",Texas,48439,244275,248900
"Oak Creek, WI",Wisconsin,55079,244333,230733
"Richmond Hill, GA",Georgia,13029,244850,271567
"Apopka, FL",Florida,12095,245017,269200
"Owings Mills, MD",Maryland,24005,245200,262667
"Leominster, MA",Massachusetts,25027,245225,252100
"Oswego, IL",Illinois,17093,245250,255367
"Greendale, WI",Wisconsin,55079,245275,262667
"Youngsville, NC",North Carolina,37069,245567,244100
"Shelton, WA",Washington,53045,245642,273150
"Fresno, CA",California,6019,245692,258800
"Creedmoor, NC",North Carolina,37077,245858,228300
"Atlanta, GA",Georgia,13121,246008,268200
"Mount Dora, FL",Florida,12069,246092,238150
"Roselle, NJ",New Jersey,34039,246233,259600
"Groveland, CA",California,6109,246392,284400
"Surprise, AZ",Arizona,4013,246458,261500
"Grand Junction, CO",Colorado,8077,246800,267100
"Fate, TX",Texas,48397,246867,259267
"Maplewood, MN",Minnesota,27123,246925,244850
"Tooele, UT",Utah,49045,247150,265567
"Platte City, MO",Missouri,29165,247367,255533
"Waukee, IA",Iowa,19049,247500,266933
"Goodlettsville, TN",Tennessee,47037,247633,272000
"Gordonsville, VA",Virginia,51137,247833,248233
"Punta Gorda, FL",Florida,12015,247867,256150
"Holly Springs, GA",Georgia,13057,247875,257000
"White House, TN",Tennessee,47165,247925,242250
"Denton, TX",Texas,48121,248025,253300
"Granbury, TX",Texas,48221,248042,266250
"Hackensack, NJ",New Jersey,34003,248067,261667
"Albertville, MN",Minnesota,27171,248175,283533
"Valrico, FL",Florida,12057,248292,268433
"Cranston, RI",Rhode Island,44007,248308,255933
"Citrus Park, FL",Florida,12057,248508,269567
"New Freedom, PA",Pennsylvania,42133,248508,279533
"Visalia, CA",California,6107,248525,252750
"Navarre, FL",Florida,12113,248533,266333
"Coopersburg, PA",Pennsylvania,42077,248550,304567
"Canal Winchester, OH",Ohio,39045,248617,250800
"Shalimar, FL",Florida,12091,248625,235633
"California, MD",Maryland,24037,248892,250667
"Adel, IA",Iowa,19049,249042,244833
"North Richland Hills, TX",Texas,48439,249125,258167
"Fayetteville, GA",Georgia,13113,249258,276567
"Merced, CA",California,6047,249267,258400
"Spring Creek, NV",Nevada,32007,249300,258233
"Richmond, TX",Texas,48157,249317,253700
"Tempe, AZ",Arizona,4013,249725,272050
"Mesa, AZ",Arizona,4013,249917,264950
"Lemoore, CA",California,6031,249925,260700
"Bakersfield, CA",California,6029,249958,262700
"Venice, FL",Florida,12115,249958,258633
"El Centro, CA",California,6025,250000,251700
"Oroville, CA",California,6007,250033,214750
"Elk River, MN",Minnesota,27141,250042,248650
"Mesquite, NV",Nevada,32003,250167,273850
"Manville, NJ",New Jersey,34035,250250,267333
"Farmington Hills, MI",Michigan,26125,250375,252867
"Ortonville, MI",Michigan,26125,250433,298400
"Reisterstown, MD",Maryland,24005,250467,287367
"Pioneer, CA",California,6005,250583,266500
"Plainfield, IL",Illinois,17197,250617,251933
"Longview, WA",Washington,53015,250867,278150
"The Dalles, OR",Oregon,41065,250908,290800
"Indian Trail, NC",North Carolina,37179,250958,275833
"Forest, VA",Virginia,51019,251108,272900
"Prineville, OR",Oregon,41013,251142,280767
"Sharpsburg, GA",Georgia,13077,251175,256500
"Kendale Lakes, FL",Florida,12086,251317,251200
"Orland Park, IL",Illinois,17031,251392,247967
"Spokane Valley, WA",Washington,53063,251408,289067
"Thurmont, MD",Maryland,24021,251792,298767
"Bear, DE",Delaware,10003,251917,280667
"Murfreesboro, TN",Tennessee,47149,251975,263100
"Florence, OR",Oregon,41039,252167,264633
"Brooklyn Park, MN",Minnesota,27053,252258,261400
"Howell, MI",Michigan,26093,252283,257433
"Elko, NV",Nevada,32007,252342,268433
"Sorrento, FL",Florida,12069,252600,261233
"Wesley Chapel, FL",Florida,12101,252658,260533
"Rowlett, TX",Texas,48113,252692,259300
"New Hope, MN",Minnesota,27053,252842,257900
"Dunedin, FL",Florida,12103,253133,252650
"Rockledge, FL",Florida,12009,253150,245233
"Evans, GA",Georgia,13073,253175,267200
"White Bear Lake, MN",Minnesota,27123,253225,264467
"West Chicago, IL",Illinois,17043,253433,261400
"Grimes, IA",Iowa,19153,253433,257067
"Flowery Branch, GA",Georgia,13139,253683,270167
"Sugar Hill, GA",Georgia,13135,253683,274333
"Fernley, NV",Nevada,32019,253683,269900
"Lakeland Highlands, FL",Florida,12105,254075,242933
"Kuna, ID",Idaho,16001,254133,284200
"Senoia, GA",Georgia,13077,254250,238850
"Hendersonville, NC",North Carolina,37089,254283,254733
"Tarpon Springs, FL",Florida,12103,254375,260567
"Boonsboro, MD",Maryland,24043,254375,268167
"Westbrook, ME",Maine,23005,254533,260750
"Suamico, WI",Wisconsin,55009,254658,256300
"Northfield, MN",Minnesota,27131,254767,243200
"Huntley, IL",Illinois,17111,254775,267767
"Montrose, CO",Colorado,8085,254783,278767
"Blue Ash, OH",Ohio,39061,254808,270250
"Show Low, AZ",Arizona,4017,254900,259900
"Fishers, IN",Indiana,18057,255008,274233
"Roy, UT",Utah,49057,255142,265300
"Freeport, FL",Florida,12131,255375,280600
"Wixom, MI",Michigan,26125,255408,285400
"Wauwatosa, WI",Wisconsin,55079,255617,264033
"Glen Burnie, MD",Maryland,24003,255633,271867
"Madison, MS",Mississippi,28089,255917,268733
"Rosamond, CA",California,6029,255983,266300
"Okemos, MI",Michigan,26065,256075,255133
"Raleigh, NC",North Carolina,37183,256300,285000
"Bedford, TX",Texas,48439,256367,269700
"Trussville, AL",Alabama,1073,256667,246000
