RegionName,StateName,CountyID,AverageSalesPrice2019  ,AverageSalesPrice2020
"New York, NY",New York,36061,566125,571200
"Santa Rosa, CA",California,6097,566250,570700
"Kapaa, HI",Hawaii,15007,568208,655900
"Medford, MA",Massachusetts,25017,568542,588250
"New Providence, NJ",New Jersey,34039,568725,652433
"Long Beach, CA",California,6037,569092,559350
"Shoreline, WA",Washington,53033,569142,619050
"Western Springs, IL",Illinois,17031,569358,643933
"Waltham, MA",Massachusetts,25017,570300,566450
"Eastvale, CA",California,6065,571525,589133
"Aliso Viejo, CA",California,6059,572792,629767
"Pinole, CA",California,6013,574533,572400
"Simi Valley, CA",California,6111,577050,598000
"Los Osos, CA",California,6079,577600,624267
"Concord, CA",California,6013,579058,588750
"Wailuku, HI",Hawaii,15009,579958,606750
"Hollister, CA",California,6069,580017,566800
"La Mirada, CA",California,6037,580092,610267
"Lakewood, CA",California,6037,580958,618800
"Melrose, MA",Massachusetts,25017,582142,541333
"Valley Center, CA",California,6073,582850,635833
"Watsonville, CA",California,6087,583800,629500
"Buena Park, CA",California,6059,587508,606400
"Kapolei, HI",Hawaii,15003,587817,620300
"Downey, CA",California,6037,589850,633350
"Anaheim, CA",California,6059,589933,619300
"Lake Oswego, OR",Oregon,41005,591133,655567
"Loomis, CA",California,6061,592242,617733
"Bothell, WA",Washington,53033,592817,611050
"San Marcos, CA",California,6073,594592,608850
"Discovery Bay, CA",California,6013,595200,602533
"Brentwood, CA",California,6013,595275,625200
"Siesta Key, FL",Florida,12115,596558,568700
"Key Largo, FL",Florida,12087,596842,582733
"Camarillo, CA",California,6111,596867,592333
"Mukilteo, WA",Washington,53061,597883,646550
"Black Forest, CO",Colorado,8041,598767,726567
"Boulder Creek, CA",California,6087,599150,582033
"San Diego, CA",California,6073,600383,618100
"Bee Cave, TX",Texas,48453,601233,570467
"San Dimas, CA",California,6037,601900,622650
"Garden Grove, CA",California,6059,601950,646000
"Nipomo, CA",California,6079,603300,654567
"Paramus, NJ",New Jersey,34003,603450,659533
"Plainview, NY",New York,36059,605083,618967
"Glendora, CA",California,6037,605375,644933
"Acton, CA",California,6037,606225,617033
"Louisville, CO",Colorado,8013,606542,607167
"Duvall, WA",Washington,53033,607242,667400
"Hacienda Heights, CA",California,6037,609550,615833
"Rosemead, CA",California,6037,609742,629167
"White Plains, NY",New York,36119,610533,634150
"Glen Rock, NJ",New Jersey,34003,611958,586400
"Oakton, VA",Virginia,51059,612200,723433
"Lone Tree, CO",Colorado,8035,617417,612467
"Benicia, CA",California,6095,619567,626733
"Arlington, VA",Virginia,51013,619942,654400
"Diamond Bar, CA",California,6037,619950,609967
"Marina, CA",California,6053,620200,613400
"Floral Park, NY",New York,36059,620808,618133
"Alpine, CA",California,6073,623608,606400
"La Verne, CA",California,6037,626225,684133
"Windsor, CA",California,6097,626717,647500
"Key West, FL",Florida,12087,629375,682000
"Fullerton, CA",California,6059,630475,670950
"Wilmette, IL",Illinois,17031,631933,665700
"Kenmore, WA",Washington,53033,632250,631900
"Chino Hills, CA",California,6071,633942,669500
"North Bend, WA",Washington,53033,636492,669533
"Alhambra, CA",California,6037,637150,632300
"Rowland Heights, CA",California,6037,637208,671167
"Rockville Centre, NY",New York,36059,639042,721600
"Boston, MA",Massachusetts,25025,639817,667300
"Evergreen, CO",Colorado,8059,640708,687300
"Truckee, CA",California,6057,640725,673300
"Lomita, CA",California,6037,642617,678933
"Ewa Beach, HI",Hawaii,15003,643467,671733
"Kahului, HI",Hawaii,15009,645333,582800
"Cypress, CA",California,6059,645467,718967
"Coral Gables, FL",Florida,12086,646225,678467
"San Leandro, CA",California,6001,647975,665750
"North Potomac, MD",Maryland,24031,648500,631967
"Hayward, CA",California,6001,649067,664850
"San Lorenzo, CA",California,6001,649200,700900
"Monterey Park, CA",California,6037,650850,669900
"Bonita, CA",California,6073,657267,740133
"Melville, NY",New York,36103,658858,668133
"Clifton, VA",Virginia,51059,659942,649700
"New Rochelle, NY",New York,36119,660458,640800
"Holmes Beach, FL",Florida,12081,660950,622733
"Davis, CA",California,6113,666100,679150
"Morro Bay, CA",California,6079,666233,627200
"Orange, CA",California,6059,673075,691600
"Claremont, CA",California,6037,674125,737467
"Westminster, CA",California,6059,674333,718000
"Snoqualmie, WA",Washington,53033,674475,729967
"New Hyde Park, NY",New York,36059,674992,687700
"Tustin, CA",California,6059,675325,698367
"Napa, CA",California,6055,675683,644800
"El Dorado Hills, CA",California,6017,677958,673433
"Westfield, NJ",New Jersey,34039,681192,685967
"Monrovia, CA",California,6037,682042,720600
"Lake Forest, CA",California,6059,682400,741467
"Kihei, HI",Hawaii,15009,682458,732967
"Carbondale, CO",Colorado,8045,682767,782600
"Placentia, CA",California,6059,683175,729233
"Petaluma, CA",California,6097,685567,706750
"Arroyo Grande, CA",California,6079,685875,672800
"Brentwood, TN",Tennessee,47187,686125,720333
"Seattle, WA",Washington,53033,688208,703500
"Mission Viejo, CA",California,6059,688583,696067
"San Luis Obispo, CA",California,6079,695425,715500
"Hawthorne, CA",California,6037,695783,749667
"Cerritos, CA",California,6037,701233,732833
"Dix Hills, NY",New York,36103,703942,735433
"Fort Hunt, VA",Virginia,51059,704975,743167
"Somerville, MA",Massachusetts,25017,705392,668050
"Los Angeles, CA",California,6037,706517,749200
"Poway, CA",California,6073,709967,753200
"Oakland, CA",California,6001,713625,738100
"Ojai, CA",California,6111,715017,767433
"Hoboken, NJ",New Jersey,34017,718617,709833
"Kirkland, WA",Washington,53033,718742,748500
"Princeton, NJ",New Jersey,34021,721542,631900
"Southwest Ranches, FL",Florida,12011,721917,791133
"Boulder, CO",Colorado,8013,725458,757700
"Syosset, NY",New York,36059,725483,718200
"Thousand Oaks, CA",California,6111,726367,771733
"Woodmere, NY",New York,36059,730483,740950
"Southlake, TX",Texas,48439,733858,796833
"Ridgewood, NJ",New Jersey,34003,737558,763033
"Pleasant Hill, CA",California,6013,741608,754667
"Monterey, CA",California,6053,742800,850600
"Walnut Creek, CA",California,6013,743608,814100
"Sonoma, CA",California,6097,745783,795250
"Kaneohe, HI",Hawaii,15003,749142,754467
"Bellaire, TX",Texas,48201,749875,652667
"Isle of Palms, SC",South Carolina,45019,750325,789200
"Oak Park, CA",California,6111,751583,767467
"Temple City, CA",California,6037,762267,800633
"Ladera Ranch, CA",California,6059,762342,764333
"Gilroy, CA",California,6085,763683,763200
"Livermore, CA",California,6001,764158,789367
"San Juan Capistrano, CA",California,6059,766892,827267
"Sea Isle City, NJ",New Jersey,34009,767917,807767
"Sanibel, FL",Florida,12071,773725,683933
"Chappaqua, NY",New York,36119,776300,882133
"Clayton, CA",California,6013,781375,808533
"Cambridge, MA",Massachusetts,25017,781508,825700
"Laguna Niguel, CA",California,6059,785867,857367
"Woodinville, WA",Washington,53033,788242,843450
"Goleta, CA",California,6083,791400,781567
"Incline Village, NV",Nevada,32031,796008,835400
"Glendale, CA",California,6037,796125,779200
"Redmond, WA",Washington,53033,797375,828350
"Walnut, CA",California,6037,798917,859450
"Huntington Beach, CA",California,6059,800542,835900
"Yorba Linda, CA",California,6059,801408,851233
"Breckenridge, CO",Colorado,8117,802108,722467
"Costa Mesa, CA",California,6059,802417,851000
"Granite Bay, CA",California,6061,804950,787850
"Torrance, CA",California,6037,810317,844567
"Pasadena, CA",California,6037,812583,839467
"Tenafly, NJ",New Jersey,34003,813742,764433
"Fountain Valley, CA",California,6059,816167,821733
"Bainbridge Island, WA",Washington,53035,819558,819350
"Castro Valley, CA",California,6001,820908,879000
"Novato, CA",California,6041,821325,846600
"Burbank, CA",California,6037,823417,834100
"Healdsburg, CA",California,6097,823592,703850
"Carlsbad, CA",California,6073,828892,882400
"Bethesda, MD",Maryland,24031,829475,865933
"Park City, UT",Utah,49043,834300,835850
"Sebastopol, CA",California,6097,838242,889800
"Ladue, MO",Missouri,29189,841208,995467
"Jericho, NY",New York,36059,842683,841167
"Agoura Hills, CA",California,6037,847358,803933
"Glencoe, IL",Illinois,17031,848558,765733
"Newark, CA",California,6001,852900,841667
"Garden City, NY",New York,36059,859108,861600
"Aptos, CA",California,6087,860883,1007000
"Dublin, CA",California,6001,862483,914633
"Altadena, CA",California,6037,866933,847200
"Irvine, CA",California,6059,867450,839267
"Port Washington, NY",New York,36059,868983,860967
"McLean, VA",Virginia,51059,869867,1036333
"Seal Beach, CA",California,6059,873225,969267
"Bellevue, WA",Washington,53033,873525,947400
"La Crescenta-Montrose, CA",California,6037,881650,943100
"Santa Cruz, CA",California,6087,885383,896800
"Sammamish, WA",Washington,53033,894642,851300
"El Cerrito, CA",California,6013,905858,936033
"Pacific Grove, CA",California,6053,907142,962067
"East Palo Alto, CA",California,6081,908642,956400
"San Bruno, CA",California,6081,934417,1129000
"Dana Point, CA",California,6059,935050,1074333
"Potomac, MD",Maryland,24031,942050,891667
"View Park-Windsor Hills, CA",California,6037,942508,933133
"San Jose, CA",California,6085,942700,976950
"Morgan Hill, CA",California,6085,945217,951600
"Alameda, CA",California,6001,954525,1050767
"San Clemente, CA",California,6059,958658,984667
"Daly City, CA",California,6081,963492,991150
"Kailua, HI",Hawaii,15003,969083,1075667
"South San Francisco, CA",California,6081,971150,1060700
"Milpitas, CA",California,6085,976625,935050
"Los Alamitos, CA",California,6059,983433,1121533
"Fremont, CA",California,6001,999200,1023150
"Chevy Chase, MD",Maryland,24031,999883,1088833
"San Rafael, CA",California,6041,1006975,1030400
"San Ramon, CA",California,6013,1009208,998100
"Great Falls, VA",Virginia,51059,1018333,1080067
"Newton, MA",Massachusetts,25017,1024508,988267
"Pacifica, CA",California,6081,1026542,1066367
"Redondo Beach, CA",California,6037,1027142,1118700
"North Tustin, CA",California,6059,1047583,1118567
"Westlake Village, CA",California,6037,1070158,1136250
"Santa Barbara, CA",California,6083,1074292,1178000
"Coto de Caza, CA",California,6059,1092375,1143767
"Winnetka, IL",Illinois,17031,1102125,972333
"Great Neck, NY",New York,36059,1114208,1057667
"El Segundo, CA",California,6037,1148608,1255850
"Moraga, CA",California,6013,1155142,1306733
"Solana Beach, CA",California,6073,1163142,1254367
"San Mateo, CA",California,6081,1167475,1191067
"Encinitas, CA",California,6073,1185067,1168150
"Rancho Palos Verdes, CA",California,6037,1186383,1256800
"Berkeley, CA",California,6001,1199117,1133550
"South Pasadena, CA",California,6037,1201133,1284033
"Santa Clara, CA",California,6085,1205708,1208967
"Calabasas, CA",California,6037,1209408,1286133
"Danville, CA",California,6013,1259617,1323933
"Short Hills, NJ",New Jersey,34013,1278925,1537733
"University Park, TX",Texas,48113,1288933,1364000
"Carmel-by-the-Sea, CA",California,6053,1316708,1441267
"San Francisco, CA",California,6075,1338958,1356450
"Mercer Island, WA",Washington,53033,1438275,1257067
"Redwood City, CA",California,6081,1441700,1512200
"Sunnyvale, CA",California,6085,1457908,1475400
"Orinda, CA",California,6013,1466767,1472000
"Paradise Valley, AZ",Arizona,4013,1471650,1596633
"Manhasset, NY",New York,36059,1476417,1397750
"Mill Valley, CA",California,6041,1492575,1669200
"Mountain View, CA",California,6085,1514608,1520600
"Lafayette, CA",California,6013,1557275,1563350
"Coronado, CA",California,6073,1612475,1702567
"Belmont, CA",California,6081,1639400,1683650
"San Carlos, CA",California,6081,1691058,1650700
"Alamo, CA",California,6013,1755617,1735933
"Cupertino, CA",California,6085,1873633,1997500
"Los Gatos, CA",California,6085,1932883,1778600
"Newport Beach, CA",California,6059,1974967,1927267
"Burlingame, CA",California,6081,2050058,1791967
"Manhattan Beach, CA",California,6037,2236442,2342400
"Rancho Santa Fe, CA",California,6073,2408475,2186550
"Saratoga, CA",California,6085,2508775,2342267
"Palo Alto, CA",California,6085,2652258,2600167
"Los Altos, CA",California,6085,2997442,2689000
